,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-13,15:00 ,Premier League,Matchweek 1,Sat,Away,D,1,1,Southampton,36,"31,488",Troy Deeney,3-5-2,Roger East,https://fbref.com/en/matches/56319719/Southampton-Watford-August-13-2016-Premier-League,
1,2016-08-20,15:00 ,Premier League,Matchweek 2,Sat,Home,L,1,2,Chelsea,38,"20,772",Troy Deeney,3-1-4-2,Jonathan Moss,https://fbref.com/en/matches/f82b8b32/Watford-Chelsea-August-20-2016-Premier-League,
3,2016-08-27,15:00 ,Premier League,Matchweek 3,Sat,Home,L,1,3,Arsenal,45,"20,545",Troy Deeney,3-5-2,Kevin Friend,https://fbref.com/en/matches/b123da8c/Watford-Arsenal-August-27-2016-Premier-League,
4,2016-09-10,15:00 ,Premier League,Matchweek 4,Sat,Away,W,4,2,West Ham,42,"56,974",Troy Deeney,5-3-2,Martin Atkinson,https://fbref.com/en/matches/9fa09995/West-Ham-United-Watford-September-10-2016-Premier-League,
5,2016-09-18,12:00 ,Premier League,Matchweek 5,Sun,Home,W,3,1,Manchester Utd,40,"21,118",Troy Deeney,3-4-1-2,Michael Oliver,https://fbref.com/en/matches/a4e34811/Watford-Manchester-United-September-18-2016-Premier-League,
6,2016-09-26,20:00 ,Premier League,Matchweek 6,Mon,Away,L,0,2,Burnley,57,"18,519",Troy Deeney,5-3-2,Mike Jones,https://fbref.com/en/matches/efaafb09/Burnley-Watford-September-26-2016-Premier-League,
7,2016-10-01,15:00 ,Premier League,Matchweek 7,Sat,Home,D,2,2,Bournemouth,48,"20,575",Troy Deeney,4-3-3,Mike Dean,https://fbref.com/en/matches/abb3f25e/Watford-Bournemouth-October-1-2016-Premier-League,
8,2016-10-16,13:30 ,Premier League,Matchweek 8,Sun,Away,W,1,0,Middlesbrough,36,"28,131",Troy Deeney,5-4-1,Roger East,https://fbref.com/en/matches/09cc220e/Middlesbrough-Watford-October-16-2016-Premier-League,
9,2016-10-22,15:00 ,Premier League,Matchweek 9,Sat,Away,D,0,0,Swansea City,46,"20,694",Troy Deeney,5-3-2,Paul Tierney,https://fbref.com/en/matches/d8bbb1d5/Swansea-City-Watford-October-22-2016-Premier-League,
10,2016-10-29,15:00 ,Premier League,Matchweek 10,Sat,Home,W,1,0,Hull City,54,"20,022",Troy Deeney,3-5-2,Jonathan Moss,https://fbref.com/en/matches/44c02266/Watford-Hull-City-October-29-2016-Premier-League,
11,2016-11-06,14:15 ,Premier League,Matchweek 11,Sun,Away,L,1,6,Liverpool,40,"53,163",Troy Deeney,4-4-2,Michael Oliver,https://fbref.com/en/matches/88e5f133/Liverpool-Watford-November-6-2016-Premier-League,
12,2016-11-19,15:00 ,Premier League,Matchweek 12,Sat,Home,W,2,1,Leicester City,46,"20,640",Troy Deeney,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/c0b3861d/Watford-Leicester-City-November-19-2016-Premier-League,
13,2016-11-27,12:00 ,Premier League,Matchweek 13,Sun,Home,L,0,1,Stoke City,50,"20,058",Troy Deeney,3-4-3,Robert Madley,https://fbref.com/en/matches/47a487e2/Watford-Stoke-City-November-27-2016-Premier-League,
14,2016-12-03,15:00 ,Premier League,Matchweek 14,Sat,Away,L,1,3,West Brom,60,"22,244",Troy Deeney,4-4-2,Graham Scott,https://fbref.com/en/matches/77813554/West-Bromwich-Albion-Watford-December-3-2016-Premier-League,
