,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Aleksandar Mitrović,9.0,rs SRB,FW,26-018,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0
1,Joe Bryan,23.0,eng ENG,LW,27-017,66,2,2,2,0,0,1,1,100.0,0,2,0,2,2,4,2,0
2,Aboubakar Kamara,47.0,mr MTN,LW,25-211,24,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
3,Ivan Cavaleiro,17.0,pt POR,RW,26-352,66,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
4,Ademola Lookman,19.0,ng NGA,RW,22-350,24,2,1,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0
5,Bobby Reid,14.0,jm JAM,AM,27-245,80,3,2,0,3,0,1,1,100.0,0,1,0,1,0,3,0,0
6,Neeskens Kebano,7.0,cd COD,AM,28-208,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Andre-Frank Zambo Anguissa,29.0,cm CMR,DM,24-323,90,2,1,1,0,1,1,2,50.0,1,1,1,0,1,3,0,0
8,Tom Cairney,10.0,sct SCO,DM,29-258,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
9,Antonee Robinson,33.0,us USA,LB,23-057,90,1,1,1,0,0,0,0,,0,3,2,1,0,1,4,0
10,Maxime Le Marchand,20.0,fr FRA,CB,30-359,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
11,Tim Ream,13.0,us USA,CB,32-365,90,1,1,1,0,0,1,2,50.0,1,2,2,0,0,1,3,0
12,Ola Aina,34.0,ng NGA,RB,23-362,90,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,2,1
13,Alphonse Areola,1.0,fr FRA,GK,27-220,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,14,11,9,3,2,8,14,57.1,6,13,6,7,5,19,14,1
