,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Josh Maja,27.0,ng NGA,FW,22-052,90,15,18,83.3,196,21,7,8,87.5,6,7,85.7,0,1,0.0,0,0.1,0.0,1,0,1,0,1
1,Bobby Reid,14.0,jm JAM,"FW,RM",28-015,66,19,23,82.6,213,61,11,11,100.0,6,8,75.0,0,1,0.0,0,0.0,0.0,0,2,0,0,2
2,Ivan Cavaleiro,17.0,pt POR,RM,27-122,24,8,12,66.7,138,41,4,7,57.1,4,4,100.0,0,1,0.0,0,0.1,0.2,2,0,1,1,1
3,Ademola Lookman,19.0,ng NGA,LM,23-120,90,28,38,73.7,444,132,19,21,90.5,5,6,83.3,4,7,57.1,0,0.1,0.1,2,3,1,0,3
4,Mario Lemina,18.0,ga GAB,CM,27-169,60,19,21,90.5,279,89,11,12,91.7,7,8,87.5,0,0,,0,0.0,0.0,0,1,0,0,1
5,Andre-Frank Zambo Anguissa,29.0,cm CMR,CM,25-093,30,19,23,82.6,269,41,13,14,92.9,4,5,80.0,1,2,50.0,0,0.0,0.0,1,0,0,0,1
6,Harrison Reed,21.0,eng ENG,CM,26-021,90,48,61,78.7,813,106,23,26,88.5,20,26,76.9,4,5,80.0,0,0.0,0.0,0,1,0,0,3
7,Ruben Loftus-Cheek,15.0,eng ENG,"FW,RM",25-025,90,20,28,71.4,242,73,12,15,80.0,7,7,100.0,0,3,0.0,0,0.1,0.1,1,3,1,1,1
8,Ola Aina,34.0,ng NGA,"LB,RB",24-132,90,47,68,69.1,675,265,26,31,83.9,16,23,69.6,3,8,37.5,0,0.0,0.0,0,3,0,0,2
9,Tosin Adarabioyo,16.0,eng ENG,CB,23-146,90,53,60,88.3,1118,295,8,10,80.0,41,42,97.6,4,7,57.1,0,0.0,0.0,0,0,0,0,0
10,Joachim Andersen,5.0,dk DEN,CB,24-262,90,48,69,69.6,898,313,11,14,78.6,32,39,82.1,3,13,23.1,1,0.2,0.5,1,2,0,0,3
11,Kenny Tete,2.0,nl NED,RB,25-131,77,25,60,41.7,343,109,19,28,67.9,5,16,31.3,1,5,20.0,0,0.0,0.0,0,2,0,0,2
12,Antonee Robinson,33.0,us USA,LB,23-193,13,6,9,66.7,113,27,1,1,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0
13,Alphonse Areola,1.0,fr FRA,GK,27-356,90,11,23,47.8,244,108,2,3,66.7,5,5,100.0,3,14,21.4,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,366,513,71.3,5985,1681,167,201,83.1,162,201,80.6,24,69,34.8,1,0.5,1.0,8,17,4,2,20
