,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Brennan Johnson,20.0,wls WAL,FW,21-103,84,15,15,0,0,0,0,2,0,0,0,0,0,8,0,1
1,Emmanuel Dennis,25.0,ng NGA,FW,24-292,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,Jesse Lingard,11.0,eng ENG,AM,29-262,66,21,21,0,0,0,1,0,0,0,0,0,0,17,0,0
3,Taiwo Awoniyi,9.0,ng NGA,AM,25-022,24,6,5,1,0,0,0,0,1,0,0,0,0,6,0,0
4,Morgan Gibbs-White,10.0,eng ENG,AM,22-219,90,41,37,4,1,0,0,7,0,3,2,1,0,32,0,0
5,Cheikhou Kouyaté,21.0,sn SEN,CM,32-256,75,39,39,0,0,0,1,0,0,0,0,0,0,36,0,1
6,Jack Colback,8.0,eng ENG,CM,32-314,15,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0
7,Ryan Yates,22.0,eng ENG,CM,24-286,90,48,41,7,2,0,0,0,1,0,0,0,0,43,0,1
8,Renan Lodi,32.0,br BRA,WB,24-148,90,50,43,7,0,0,1,7,6,1,0,0,0,35,0,1
9,Neco Williams,7.0,wls WAL,WB,21-143,90,65,54,10,1,0,0,10,9,0,0,0,0,46,1,1
10,Scott McKenna,26.0,sct SCO,CB,25-295,90,75,72,3,1,0,0,0,2,0,0,0,0,59,0,0
11,Steve Cook,3.0,eng ENG,CB,31-137,90,50,49,1,0,0,0,0,1,0,0,0,0,45,0,0
12,Joe Worrall,4.0,eng ENG,CB,25-236,90,87,85,2,2,0,2,1,0,0,0,0,0,72,0,1
13,Dean Henderson,1.0,eng ENG,GK,25-175,90,32,24,8,2,0,0,0,0,0,0,0,0,22,0,0
14,14 Players,,,,,990,540,495,44,10,0,5,27,20,4,2,1,0,431,1,6
