,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Pierre-Emerick Aubameyang,14.0,ga GAB,FW,32-142,90,1,0,0,1,3,1,2,0,1,0,0,0,2,2,1,66.7
1,Alexandre Lacazette,9.0,fr FRA,FW,30-163,68,0,0,0,1,4,1,2,0,0,1,0,0,1,0,0,
2,Martin Ødegaard,8.0,no NOR,AM,22-325,22,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
3,Emile Smith Rowe,10.0,eng ENG,"LM,LW",21-102,85,0,0,0,0,0,0,5,0,0,0,0,0,3,1,0,100.0
4,Mohamed Elneny,25.0,eg EGY,DM,29-119,5,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,
5,Ainsley Maitland-Niles,15.0,eng ENG,"CM,DM,LW",24-070,90,0,0,0,0,0,0,0,2,3,0,0,0,8,1,1,50.0
6,Albert Sambi Lokonga,23.0,be BEL,"CM,DM",22-016,90,1,0,0,1,1,0,0,1,1,0,0,0,7,2,1,66.7
7,Bukayo Saka,7.0,eng ENG,"RM,RW",20-063,89,0,0,0,0,3,1,5,0,0,0,0,0,4,0,0,
8,Gabriel Martinelli,35.0,br BRA,RW,20-142,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,100.0
9,Nuno Tavares,20.0,pt POR,LB,21-285,90,0,0,0,1,1,0,6,0,1,0,0,0,2,2,1,66.7
10,Gabriel Dos Santos,6.0,br BRA,CB,23-323,90,1,0,0,1,3,0,0,0,1,0,0,0,3,0,1,0.0
11,Ben White,4.0,eng ENG,CB,24-030,90,0,0,0,0,3,0,0,3,0,0,0,0,6,5,4,55.6
12,Takehiro Tomiyasu,18.0,jp JPN,RB,23-002,90,1,0,0,1,0,0,5,1,3,0,0,0,5,3,0,100.0
13,Aaron Ramsdale,32.0,eng ENG,GK,23-177,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
14,14 Players,,,,,990,4,0,0,6,19,3,25,7,12,1,0,0,49,17,9,65.4
