,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Cameron Jerome,,eng ENG,FW,24-112,90,0,0,0,,,,0,0,,,,,,,0,,
1,Jean Beausejour,,cl CHI,"DF,FW",26-186,79,0,0,0,,,,0,0,,,,,,,0,,
2,David Murphy,,eng ENG,DF,26-278,11,0,0,0,,,,0,0,,,,,,,0,,
3,Craig Gardner,,eng ENG,MF,24-009,90,1,0,0,,,,0,0,,,,,,,0,,
4,Lee Bowyer,,eng ENG,MF,33-335,70,0,0,0,,,,0,0,,,,,,,0,,
5,Sebastian Larsson,,se SWE,MF,25-181,20,0,0,0,,,,0,0,,,,,,,0,,
6,Keith Fahey,,ie IRL,MF,27-323,59,0,0,0,,,,0,0,,,,,,,0,,
7,Nikola Žigić,,rs SRB,FW,30-070,31,0,1,0,,,,0,0,,,,,,,0,,
8,Barry Ferguson,,sct SCO,MF,32-305,90,0,0,0,,,,0,0,,,,,,,0,,
9,Liam Ridgewell,,eng ENG,DF,26-136,90,0,0,0,,,,1,0,,,,,,,0,,
10,Scott Dann,,eng ENG,DF,23-293,90,0,0,0,,,,0,0,,,,,,,0,,
11,Roger Johnson,,eng ENG,DF,27-220,90,0,0,0,,,,0,0,,,,,,,0,,
12,Stephen Carr,,ie IRL,DF,34-097,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ben Foster,,eng ENG,GK,27-245,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,1,0,,,,,,,0,,
