,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Peter Crouch,,eng ENG,FW,29-308,90,0,0,0,,,,0,0,,,,,,,0,,
1,Jermain Defoe,,eng ENG,FW,28-058,77,0,0,0,,,,0,0,,,,,,,0,,
2,Roman Pavlyuchenko,,ru RUS,FW,28-354,13,0,0,0,,,,0,0,,,,,,,0,,
3,Gareth Bale,,wls WAL,"FW,MF",21-141,90,0,0,0,,,,0,0,,,,,,,0,,
4,Wilson Palacios,,hn HON,MF,26-128,90,0,0,0,,,,1,0,,,,,,,0,,
5,Luka Modrić,,hr CRO,MF,25-086,90,0,0,0,,,,0,0,,,,,,,0,,
6,Aaron Lennon,,eng ENG,"FW,MF",23-232,90,0,0,0,,,,0,0,,,,,,,0,,
7,Benoît Assou-Ekotto,,cm CMR,DF,26-255,90,0,0,0,,,,0,0,,,,,,,0,,
8,Sébastien Bassong,,cm CMR,DF,24-148,90,1,0,0,,,,0,0,,,,,,,0,,
9,William Gallas,,fr FRA,DF,33-109,90,0,0,0,,,,0,0,,,,,,,0,,
10,Alan Hutton,,sct SCO,DF,26-004,90,0,0,0,,,,0,0,,,,,,,0,,
11,Heurelho Gomes,,br BRA,GK,29-292,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,1,0,0,,,,1,0,,,,,,,0,,
