,num,joueur
0,,Aaron Lennon
1,,Jermaine Jenas
2,,Rafael van der Vaart
3,,Michael Dawson
4,,Luka Modrić
5,,Alan Hutton
6,,Peter Crouch
7,,Benoît Assou-Ekotto
8,,Gareth Bale
9,,
10,,Stipe Pletikosa
