,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-12,13:30 ,Premier League,Matchweek 1,Sun,Home,W,4,0,West Ham,4.0,0.7,64,"53,235",James Milner,4-3-3,Anthony Taylor,https://fbref.com/en/matches/fc2c1788/Liverpool-West-Ham-United-August-12-2018-Premier-League,
1,2018-08-20,20:00 ,Premier League,Matchweek 2,Mon,Away,W,2,0,Crystal Palace,2.6,0.4,63,"25,750",James Milner,4-3-3,Michael Oliver,https://fbref.com/en/matches/24e4536f/Crystal-Palace-Liverpool-August-20-2018-Premier-League,
2,2018-08-25,17:30 ,Premier League,Matchweek 3,Sat,Home,W,1,0,Brighton,1.6,0.6,69,"53,294",James Milner,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/db5e61cc/Liverpool-Brighton-and-Hove-Albion-August-25-2018-Premier-League,
3,2018-09-01,12:30 ,Premier League,Matchweek 4,Sat,Away,W,2,1,Leicester City,1.0,1.0,49,"32,149",Jordan Henderson,4-3-3,Paul Tierney,https://fbref.com/en/matches/265bb7a5/Leicester-City-Liverpool-September-1-2018-Premier-League,
4,2018-09-15,12:30 ,Premier League,Matchweek 5,Sat,Away,W,2,1,Tottenham,2.6,1.0,40,"80,188",James Milner,4-3-3,Michael Oliver,https://fbref.com/en/matches/83ca29de/Tottenham-Hotspur-Liverpool-September-15-2018-Premier-League,
6,2018-09-22,15:00 ,Premier League,Matchweek 6,Sat,Home,W,3,0,Southampton,1.7,0.3,61,"50,965",Jordan Henderson,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/65050401/Liverpool-Southampton-September-22-2018-Premier-League,
8,2018-09-29,17:30 ,Premier League,Matchweek 7,Sat,Away,D,1,1,Chelsea,1.6,1.1,53,"40,625",Jordan Henderson,4-3-3,Andre Marriner,https://fbref.com/en/matches/83743ea9/Chelsea-Liverpool-September-29-2018-Premier-League,
10,2018-10-07,16:30 ,Premier League,Matchweek 8,Sun,Home,D,0,0,Manchester City,0.4,1.0,49,"52,117",Jordan Henderson,4-3-3,Martin Atkinson,https://fbref.com/en/matches/73e7196e/Liverpool-Manchester-City-October-7-2018-Premier-League,
11,2018-10-20,17:30 ,Premier League,Matchweek 9,Sat,Away,W,1,0,Huddersfield,0.6,0.7,52,"24,263",Jordan Henderson,4-3-3,Michael Oliver,https://fbref.com/en/matches/356d83b4/Huddersfield-Town-Liverpool-October-20-2018-Premier-League,
13,2018-10-27,15:00 ,Premier League,Matchweek 10,Sat,Home,W,4,1,Cardiff City,2.4,0.8,78,"53,373",Virgil van Dijk,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/8df7e453/Liverpool-Cardiff-City-October-27-2018-Premier-League,
14,2018-11-03,17:30 ,Premier League,Matchweek 11,Sat,Away,D,1,1,Arsenal,1.3,1.4,39,"59,993",James Milner,4-3-3,Andre Marriner,https://fbref.com/en/matches/09767606/Arsenal-Liverpool-November-3-2018-Premier-League,
16,2018-11-11,12:00 ,Premier League,Matchweek 12,Sun,Home,W,2,0,Fulham,1.8,0.5,71,"53,128",Virgil van Dijk,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/44da6811/Liverpool-Fulham-November-11-2018-Premier-League,
17,2018-11-24,15:00 ,Premier League,Matchweek 13,Sat,Away,W,3,0,Watford,1.2,0.4,63,"20,540",Jordan Henderson,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/cbebd176/Watford-Liverpool-November-24-2018-Premier-League,
19,2018-12-02,16:15 ,Premier League,Matchweek 14,Sun,Home,W,1,0,Everton,2.9,1.1,58,"51,756",Virgil van Dijk,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/1f2c2385/Merseyside-Derby-Liverpool-Everton-December-2-2018-Premier-League,
20,2018-12-05,19:45 ,Premier League,Matchweek 15,Wed,Away,W,3,1,Burnley,2.4,0.9,73,"21,741",Jordan Henderson,4-4-2,Stuart Attwell,https://fbref.com/en/matches/e222777c/Burnley-Liverpool-December-5-2018-Premier-League,
