,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Luis Suárez,,uy URU,FW,24-118,90,0,0,0,,,,0,0,,,,,,,0,,
1,Joe Cole,,eng ENG,MF,29-195,67,0,0,0,,,,1,0,,,,,,,0,,
2,David N'Gog,,fr FRA,FW,22-051,23,0,0,0,,,,0,0,,,,,,,0,,
3,Dirk Kuyt,,nl NED,"DF,FW",30-304,90,0,0,0,,,,0,0,,,,,,,0,,
4,Raul Meireles,,pt POR,MF,28-066,90,0,0,0,,,,1,0,,,,,,,0,,
5,Jay Spearing,,eng ENG,MF,22-178,11,0,0,0,,,,0,0,,,,,,,0,,
6,Jonjo Shelvey,,eng ENG,MF,19-084,79,0,0,0,,,,0,0,,,,,,,0,,
7,Lucas Leiva,,br BRA,MF,24-133,90,0,0,0,,,,0,0,,,,,,,0,,
8,Fábio Aurélio,,br BRA,"DF,MF",31-240,90,0,0,0,,,,0,0,,,,,,,0,,
9,Martin Škrtel,,sk SVK,DF,26-158,90,0,0,0,,,,0,0,,,,,,,0,,
10,Jamie Carragher,,eng ENG,"DF,MF",33-114,90,0,0,0,,,,0,0,,,,,,,0,,
11,Jon Flanagan,,eng ENG,DF,18-141,90,0,0,0,,,,0,0,,,,,,,0,,
12,Pepe Reina,,es ESP,GK,28-264,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,0,0,0,,,,2,0,,,,,,,0,,
