,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2013-08-17,,Premier League,Matchweek 1,Sat,Away,W,4,1,Swansea City,,"20,733",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/59de50f5/Swansea-City-Manchester-United-August-17-2013-Premier-League,
1,2013-08-26,,Premier League,Matchweek 2,Mon,Home,D,0,0,Chelsea,,"75,032",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/2f4fb646/Manchester-United-Chelsea-August-26-2013-Premier-League,
2,2013-09-01,,Premier League,Matchweek 3,Sun,Away,L,0,1,Liverpool,,"44,411",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/79139453/North-West-Derby-Liverpool-Manchester-United-September-1-2013-Premier-League,
3,2013-09-14,,Premier League,Matchweek 4,Sat,Home,W,2,0,Crystal Palace,,"75,170",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/978aadb9/Manchester-United-Crystal-Palace-September-14-2013-Premier-League,
5,2013-09-22,,Premier League,Matchweek 5,Sun,Away,L,1,4,Manchester City,,"47,156",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/3c3ce2de/Manchester-Derby-Manchester-City-Manchester-United-September-22-2013-Premier-League,
6,2013-09-28,,Premier League,Matchweek 6,Sat,Home,L,1,2,West Brom,,"75,042",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/84732bf2/Manchester-United-West-Bromwich-Albion-September-28-2013-Premier-League,
8,2013-10-05,,Premier League,Matchweek 7,Sat,Away,W,2,1,Sunderland,,"45,426",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/b5b26c53/Sunderland-Manchester-United-October-5-2013-Premier-League,
9,2013-10-19,,Premier League,Matchweek 8,Sat,Home,D,1,1,Southampton,,"75,220",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/d4ed3071/Manchester-United-Southampton-October-19-2013-Premier-League,
11,2013-10-26,,Premier League,Matchweek 9,Sat,Home,W,3,2,Stoke City,,"75,274",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/6d7a30e6/Manchester-United-Stoke-City-October-26-2013-Premier-League,
12,2013-11-02,,Premier League,Matchweek 10,Sat,Away,W,3,1,Fulham,,"25,700",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/2f2373ca/Fulham-Manchester-United-November-2-2013-Premier-League,
14,2013-11-10,,Premier League,Matchweek 11,Sun,Home,W,1,0,Arsenal,,"75,138",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/2a66aff8/Manchester-United-Arsenal-November-10-2013-Premier-League,
15,2013-11-24,,Premier League,Matchweek 12,Sun,Away,D,2,2,Cardiff City,,"28,016",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/81301aff/Cardiff-City-Manchester-United-November-24-2013-Premier-League,
17,2013-12-01,,Premier League,Matchweek 13,Sun,Away,D,2,2,Tottenham,,"35,884",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/af4839b3/Tottenham-Hotspur-Manchester-United-December-1-2013-Premier-League,
18,2013-12-04,,Premier League,Matchweek 14,Wed,Home,L,0,1,Everton,,"75,210",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/e0ebb9e1/Manchester-United-Everton-December-4-2013-Premier-League,
19,2013-12-07,,Premier League,Matchweek 15,Sat,Home,L,0,1,Newcastle Utd,,"75,233",,4-4-2,Andre Marriner,https://fbref.com/en/matches/29cd66ce/Manchester-United-Newcastle-United-December-7-2013-Premier-League,
21,2013-12-15,,Premier League,Matchweek 16,Sun,Away,W,3,0,Aston Villa,,"42,682",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/711d3bce/Aston-Villa-Manchester-United-December-15-2013-Premier-League,
22,2013-12-21,,Premier League,Matchweek 17,Sat,Home,W,3,1,West Ham,,"75,350",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/b0c400a2/Manchester-United-West-Ham-United-December-21-2013-Premier-League,
23,2013-12-26,,Premier League,Matchweek 18,Thu,Away,W,3,2,Hull City,,"24,826",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/774e2e93/Hull-City-Manchester-United-December-26-2013-Premier-League,
24,2013-12-28,,Premier League,Matchweek 19,Sat,Away,W,1,0,Norwich City,,"26,851",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/454577e3/Norwich-City-Manchester-United-December-28-2013-Premier-League,
25,2014-01-01,,Premier League,Matchweek 20,Wed,Home,L,1,2,Tottenham,,"75,265",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/758636c9/Manchester-United-Tottenham-Hotspur-January-1-2014-Premier-League,
26,2014-01-11,,Premier League,Matchweek 21,Sat,Home,W,2,0,Swansea City,,"75,035",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/fea0a829/Manchester-United-Swansea-City-January-11-2014-Premier-League,
27,2014-01-19,,Premier League,Matchweek 22,Sun,Away,L,1,3,Chelsea,,"41,615",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/13ac85cf/Chelsea-Manchester-United-January-19-2014-Premier-League,
28,2014-01-28,,Premier League,Matchweek 23,Tue,Home,W,2,0,Cardiff City,,"75,301",,4-4-1-1,Craig Pawson,https://fbref.com/en/matches/9fd06758/Manchester-United-Cardiff-City-January-28-2014-Premier-League,
29,2014-02-01,,Premier League,Matchweek 24,Sat,Away,L,1,2,Stoke City,,"26,547",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/7eaa81a2/Stoke-City-Manchester-United-February-1-2014-Premier-League,
30,2014-02-09,,Premier League,Matchweek 25,Sun,Home,D,2,2,Fulham,,"74,966",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/6cf77f61/Manchester-United-Fulham-February-9-2014-Premier-League,
31,2014-02-12,,Premier League,Matchweek 26,Wed,Away,D,0,0,Arsenal,,"60,021",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/97e83941/Arsenal-Manchester-United-February-12-2014-Premier-League,
32,2014-02-22,,Premier League,Matchweek 27,Sat,Away,W,2,0,Crystal Palace,,"24,571",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/4b44f058/Crystal-Palace-Manchester-United-February-22-2014-Premier-League,
34,2014-03-08,,Premier League,Matchweek 29,Sat,Away,W,3,0,West Brom,,"26,184",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/febf1fe6/West-Bromwich-Albion-Manchester-United-March-8-2014-Premier-League,
35,2014-03-16,,Premier League,Matchweek 30,Sun,Home,L,0,3,Liverpool,,"75,225",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/728af341/North-West-Derby-Manchester-United-Liverpool-March-16-2014-Premier-League,
37,2014-03-22,,Premier League,Matchweek 31,Sat,Away,W,2,0,West Ham,,"34,237",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/80ebd6d6/West-Ham-United-Manchester-United-March-22-2014-Premier-League,
38,2014-03-25,,Premier League,Matchweek 28,Tue,Home,L,0,3,Manchester City,,"75,203",,4-3-3,Michael Oliver,https://fbref.com/en/matches/4d0298f9/Manchester-Derby-Manchester-United-Manchester-City-March-25-2014-Premier-League,
39,2014-03-29,,Premier League,Matchweek 32,Sat,Home,W,4,1,Aston Villa,,"75,368",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/249bfc30/Manchester-United-Aston-Villa-March-29-2014-Premier-League,
41,2014-04-05,,Premier League,Matchweek 33,Sat,Away,W,4,0,Newcastle Utd,,"52,081",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/b1a4add6/Newcastle-United-Manchester-United-April-5-2014-Premier-League,
43,2014-04-20,,Premier League,Matchweek 35,Sun,Away,L,0,2,Everton,,"39,436",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/e356d828/Everton-Manchester-United-April-20-2014-Premier-League,
44,2014-04-26,,Premier League,Matchweek 36,Sat,Home,W,4,0,Norwich City,,"75,208",,4-4-2,Lee Probert,https://fbref.com/en/matches/ce657576/Manchester-United-Norwich-City-April-26-2014-Premier-League,
45,2014-05-03,,Premier League,Matchweek 37,Sat,Home,L,0,1,Sunderland,,"75,347",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/4af7b84c/Manchester-United-Sunderland-May-3-2014-Premier-League,
46,2014-05-06,,Premier League,Matchweek 34,Tue,Home,W,3,1,Hull City,,"75,341",,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/916cb830/Manchester-United-Hull-City-May-6-2014-Premier-League,
47,2014-05-11,,Premier League,Matchweek 38,Sun,Away,D,1,1,Southampton,,"31,372",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/0388fb33/Southampton-Manchester-United-May-11-2014-Premier-League,
