,num,joueur
0,,Artur Boruc
1,,Dejan Lovren
2,,Victor Wanyama
3,,Steven Davis
4,,Adam Lallana
5,,José Fonte
6,,Danny Fox
7,,Morgan Schneiderlin
8,,Rickie Lambert
9,,Dani Osvaldo
10,,Nathaniel Clyne
