,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Dominic Calvert-Lewin,9.0,eng ENG,FW,25-304,90,15,23,65.2,139,33,12,15,80.0,2,6,33.3,0,0,,0,0.0,0.0,1,3,0,0,1
1,Demarai Gray,11.0,jm JAM,"AM,FW",26-200,90,26,42,61.9,471,136,14,16,87.5,8,9,88.9,4,15,26.7,1,0.3,0.1,3,0,1,0,2
2,Alex Iwobi,17.0,ng NGA,"AM,CM",26-256,90,30,39,76.9,538,164,10,11,90.9,16,19,84.2,3,4,75.0,0,0.1,0.1,1,5,2,1,5
3,Idrissa Gana Gueye,27.0,sn SEN,CM,33-110,81,26,35,74.3,387,113,14,17,82.4,10,13,76.9,1,2,50.0,0,0.0,0.0,0,5,0,0,2
4,Ellis Simms,50.0,eng ENG,FW,22-009,9,2,3,66.7,21,4,2,2,100.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,1
5,Amadou Onana,8.0,be BEL,CM,21-151,90,37,41,90.2,639,95,16,17,94.1,17,18,94.4,4,6,66.7,0,0.0,0.0,0,3,0,0,4
6,Vitaliy Mykolenko,19.0,ua UKR,WB,23-230,90,31,39,79.5,452,145,18,21,85.7,13,15,86.7,0,2,0.0,0,0.2,0.1,1,4,1,0,6
7,Séamus Coleman,23.0,ie IRL,WB,34-095,68,18,31,58.1,237,104,11,13,84.6,5,11,45.5,1,2,50.0,0,0.0,0.0,0,2,1,1,1
8,Anthony Gordon,10.0,eng ENG,WB,21-324,22,3,12,25.0,49,9,1,4,25.0,2,7,28.6,0,1,0.0,0,0.0,0.0,0,0,0,0,1
9,James Tarkowski,2.0,eng ENG,CB,30-056,90,36,41,87.8,689,220,14,14,100.0,20,23,87.0,2,4,50.0,0,0.0,0.0,1,3,0,0,4
10,Conor Coady,30.0,eng ENG,CB,29-323,90,38,50,76.0,867,342,6,7,85.7,24,25,96.0,7,14,50.0,0,0.0,0.0,0,4,0,0,2
11,Ben Godfrey,22.0,eng ENG,CB,24-364,90,22,34,64.7,315,86,13,14,92.9,9,16,56.3,0,4,0.0,0,0.1,0.0,1,2,0,0,2
12,Jordan Pickford,1.0,eng ENG,GK,28-313,90,25,53,47.2,1068,890,2,2,100.0,7,7,100.0,16,43,37.2,0,0.0,0.0,0,4,0,0,0
13,13 Players,,,,,990,309,443,69.8,5872,2341,133,153,86.9,133,170,78.2,38,97,39.2,1,0.7,0.4,8,35,5,2,31
