,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Cody Gakpo,18.0,nl NED,FW,23-358,72,2,2,0,1,1,1,1,100.0,0,1,0,1,0,2,0,0
1,Darwin Núñez,27.0,uy URU,LW,23-310,18,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
2,Luis Díaz,23.0,co COL,LW,26-107,62,1,1,0,0,1,1,2,50.0,1,1,0,1,0,1,0,0
3,Diogo Jota,20.0,pt POR,"FW,LW",26-147,28,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
4,Mohamed Salah,11.0,eg EGY,RW,30-319,90,2,1,0,0,2,1,2,50.0,1,0,0,0,0,2,0,0
5,Curtis Jones,17.0,eng ENG,LM,22-090,85,1,0,0,0,1,1,1,100.0,0,2,0,2,0,1,2,0
6,James Milner,7.0,eng ENG,LM,37-116,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
7,Fabinho,3.0,br BRA,CM,29-189,90,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
8,Harvey Elliott,19.0,eng ENG,RM,20-026,62,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
9,Jordan Henderson,14.0,eng ENG,RM,32-317,28,2,2,0,2,0,1,2,50.0,1,1,0,1,0,2,0,0
10,Andrew Robertson,26.0,sct SCO,LB,29-050,90,2,1,0,1,1,1,1,100.0,0,2,0,2,0,2,2,2
11,Virgil van Dijk,4.0,nl NED,CB,31-296,90,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0
12,Ibrahima Konaté,5.0,fr FRA,CB,23-340,90,4,2,3,1,0,0,0,,0,0,0,0,1,5,2,0
13,Trent Alexander-Arnold,66.0,eng ENG,RB,24-205,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
14,Alisson,1.0,br BRA,GK,30-210,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
15,15 Players,,,,,990,16,11,4,6,6,7,16,43.8,9,10,1,9,1,17,7,2
