,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Roberto Firmino,9.0,br BRA,FW,30-134,90,2,1,1,1,0,0,1,0.0,1,2,0,2,1,3,0,0
1,Sadio Mané,10.0,sn SEN,LW,29-309,66,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
2,Diogo Jota,20.0,pt POR,LW,25-071,24,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
3,Mohamed Salah,11.0,eg EGY,RW,29-243,90,1,0,0,1,0,0,1,0.0,1,2,0,2,1,2,1,0
4,Naby Keïta,8.0,gn GUI,LM,27-003,89,5,1,2,3,0,1,2,50.0,1,0,0,0,0,5,2,0
5,James Milner,7.0,eng ENG,LM,36-040,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,Fabinho,3.0,br BRA,CM,28-113,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,3,0
7,Jordan Henderson,14.0,eng ENG,RM,31-241,58,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,0,0
8,Thiago Alcántara,6.0,es ESP,RM,30-308,32,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,0,0
9,Andrew Robertson,26.0,sct SCO,LB,27-339,90,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,2,0
10,Virgil van Dijk,4.0,nl NED,CB,30-220,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,5,0
11,Joël Matip,32.0,cm CMR,CB,30-189,90,2,0,2,0,0,0,0,,0,1,0,1,1,3,5,0
12,Trent Alexander-Arnold,66.0,eng ENG,RB,23-129,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
13,Alisson,1.0,br BRA,GK,29-134,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
14,14 Players,,,,,990,11,3,5,6,0,1,13,7.7,12,10,0,10,6,17,22,0
