,num,joueur
0,,Darren Fletcher
1,,Paul Scholes
2,,Nemanja Vidić
3,,Rio Ferdinand
4,,John O'Shea
5,,Michael Owen
6,,Rafael
7,,Federico Macheda
8,,Anderson
9,,
10,,Tomasz Kuszczak
