,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Gabriel Jesus,9.0,br BRA,FW,25-217,90,53,2,5,15,33,8,53,10,4,40.0,5,50.0,30,156,77,4,1,4,6,3,38,12
1,Gabriel Martinelli,11.0,br BRA,LW,21-141,89,39,0,7,13,20,2,39,2,1,50.0,1,50.0,27,261,90,2,1,1,3,3,30,8
2,Rob Holding,16.0,eng ENG,CB,27-047,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
3,Bukayo Saka,7.0,eng ENG,RW,21-062,90,53,0,4,20,30,2,53,2,0,0.0,1,50.0,32,305,167,7,2,1,2,5,41,11
4,Granit Xhaka,34.0,ch SUI,LM,30-040,90,60,4,14,26,20,3,60,1,1,100.0,0,0.0,21,120,61,1,1,0,1,3,32,6
5,Thomas Partey,5.0,gh GHA,CM,29-146,90,71,5,22,37,12,2,71,3,2,66.7,0,0.0,26,145,85,1,0,0,1,0,37,0
6,Martin Ødegaard,8.0,no NOR,RM,23-324,86,39,2,7,12,20,2,39,1,1,100.0,0,0.0,21,130,70,4,1,2,1,2,30,5
7,Mohamed Elneny,25.0,eg EGY,"RM,CM",30-118,4,4,0,0,2,2,0,4,0,0,,0,,2,6,0,0,0,0,0,0,3,1
8,Oleksandr Zinchenko,35.0,ua UKR,LB,25-326,77,56,4,19,20,17,0,56,0,0,,0,,21,103,36,0,0,0,3,1,23,2
9,Kieran Tierney,3.0,sct SCO,LB,25-154,13,12,1,3,5,4,0,12,1,0,0.0,0,0.0,3,15,11,0,0,0,0,0,3,0
10,Gabriel Dos Santos,6.0,br BRA,CB,24-322,90,68,11,34,31,6,4,68,1,1,100.0,0,0.0,36,207,116,0,1,0,1,0,40,0
11,William Saliba,12.0,fr FRA,CB,21-227,90,67,13,44,22,2,2,67,0,0,,0,,40,194,97,1,1,1,2,0,34,0
12,Ben White,4.0,eng ENG,RB,25-029,90,66,3,15,34,17,2,66,1,1,100.0,0,0.0,35,238,149,5,1,0,0,0,48,1
13,Aaron Ramsdale,1.0,eng ENG,GK,24-176,90,31,20,30,1,0,0,31,0,0,,0,,14,78,64,0,0,0,0,0,20,0
14,14 Players,,,,,990,619,65,204,238,183,27,619,22,11,50.0,7,31.8,308,1958,1023,25,9,9,20,17,379,46
