,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Tyler Roberts,11.0,wls WAL,FW,21-259,45,18,18,0,0,0,0,0,0,0,0,0,0,12,0,0
1,Rodrigo,20.0,es ESP,FW,29-205,44,30,30,0,0,0,0,1,0,0,0,0,0,23,0,2
2,Ezgjan Alioski,10.0,mk MKD,FW,28-228,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
3,Patrick Bamford,9.0,eng ENG,FW,27-022,90,15,12,3,0,0,0,0,0,2,0,0,0,12,0,0
4,Jack Harrison,22.0,eng ENG,"LW,LM",23-312,90,53,47,6,1,0,1,9,3,2,2,0,0,38,0,1
5,Hélder Costa,17.0,ao ANG,RW,26-259,65,21,19,2,0,0,0,1,2,0,0,0,0,16,0,1
6,Ian Carlo Poveda,7.0,eng ENG,RM,20-231,25,6,6,0,0,0,0,0,0,0,0,0,0,3,0,1
7,Stuart Dallas,15.0,nir NIR,"CM,LB",29-161,90,75,68,7,0,0,1,4,7,0,0,0,0,62,0,1
8,Mateusz Klich,43.0,pl POL,CM,30-106,90,55,50,5,2,1,1,2,3,0,0,0,0,44,0,0
9,Kalvin Phillips,23.0,eng ENG,"DM,CM",24-300,90,65,59,6,3,0,2,6,0,3,2,1,0,53,0,1
10,Liam Cooper,6.0,sct SCO,CB,29-028,90,85,78,7,7,0,0,0,0,0,0,0,0,69,0,0
11,Robin Koch,5.0,de GER,CB,24-072,90,79,76,2,2,0,2,0,0,0,0,0,0,68,1,0
12,Luke Ayling,2.0,eng ENG,"CB,RB",29-033,90,97,83,14,1,0,1,2,13,0,0,0,0,75,0,2
13,Illan Meslier,1.0,fr FRA,GK,20-209,90,40,30,10,4,0,0,0,0,0,0,0,0,37,0,0
14,14 Players,,,,,990,642,579,62,20,1,8,25,28,7,4,1,0,515,1,9
