,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Darren Bent,,eng ENG,FW,27-020,82,0,0,0,,,,0,0,,,,,,,0,,
1,Emile Heskey,,eng ENG,FW,33-046,8,0,0,0,,,,0,0,,,,,,,0,,
2,Stewart Downing,,eng ENG,"FW,MF",26-219,90,1,1,0,,,,0,0,,,,,,,0,,
3,Marc Albrighton,,eng ENG,"DF,FW",21-100,90,0,0,0,,,,0,0,,,,,,,0,,
4,Robert Pirès,,fr FRA,"FW,MF",37-120,75,0,0,0,,,,0,0,,,,,,,0,,
5,Stiliyan Petrov,,bg BUL,MF,31-236,15,0,0,0,,,,0,0,,,,,,,0,,
6,Ashley Young,,eng ENG,"DF,FW",25-232,90,2,1,1,,,,0,0,,,,,,,0,,
7,Nigel Reo-Coker,,eng ENG,MF,26-288,90,0,0,0,,,,0,0,,,,,,,0,,
8,Nathan Baker,,eng ENG,DF,19-309,35,0,0,0,,,,0,0,,,,,,,0,,
9,Fabian Delph,,eng ENG,"DF,MF",21-097,55,0,0,0,,,,0,0,,,,,,,0,,
10,Ciaran Clark,,ie IRL,"DF,MF",21-153,90,0,0,0,,,,0,0,,,,,,,0,,
11,Richard Dunne,,ie IRL,DF,31-158,90,0,0,0,,,,0,0,,,,,,,0,,
12,Kyle Walker,,eng ENG,"DF,MF",20-274,90,0,0,0,,,,0,0,,,,,,,0,,
13,Brad Friedel,,us USA,GK,39-284,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,3,2,1,,,,0,0,,,,,,,0,,
