,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Jamie Vardy,9.0,eng ENG,FW,34-008,87,1,8,12.5,29,24,0,5,0.0,1,2,50.0,0,0,,0,0.3,0.0,1,1,1,0,1
1,Kelechi Iheanacho,14.0,ng NGA,FW,24-108,3,2,4,50.0,19,6,2,3,66.7,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
2,Harvey Barnes,15.0,eng ENG,LM,23-041,90,17,25,68.0,252,58,9,11,81.8,7,9,77.8,0,1,0.0,1,0.1,0.1,2,0,0,0,1
3,James Maddison,10.0,eng ENG,CM,24-057,75,26,32,81.3,469,205,14,14,100.0,7,8,87.5,4,8,50.0,0,0.1,0.1,1,3,0,0,5
4,Ayoze Pérez,17.0,es ESP,CM,27-174,15,4,6,66.7,73,5,1,2,50.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
5,Youri Tielemans,8.0,be BEL,CM,23-257,90,42,54,77.8,605,154,25,27,92.6,12,18,66.7,2,4,50.0,0,0.0,0.0,0,0,0,0,2
6,Marc Albrighton,11.0,eng ENG,RM,31-062,76,23,29,79.3,450,176,11,13,84.6,9,10,90.0,3,3,100.0,1,0.9,0.4,3,4,3,1,3
7,Ricardo Pereira,21.0,pt POR,RM,27-105,14,2,3,66.7,18,0,2,3,66.7,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
8,Wilfred Ndidi,25.0,ng NGA,DM,24-034,90,26,28,92.9,414,155,11,13,84.6,15,15,100.0,0,0,,0,0.0,0.0,0,4,0,0,1
9,James Justin,2.0,eng ENG,LB,22-331,90,36,45,80.0,532,244,18,20,90.0,16,19,84.2,0,3,0.0,0,0.0,0.1,0,4,2,0,5
10,Jonny Evans,6.0,nir NIR,CB,33-016,90,40,45,88.9,823,349,9,9,100.0,27,28,96.4,4,8,50.0,0,0.0,0.0,0,1,0,0,1
11,Wesley Fofana,3.0,fr FRA,CB,20-033,90,25,31,80.6,530,170,8,9,88.9,15,17,88.2,2,5,40.0,0,0.0,0.0,0,1,0,0,1
12,Timothy Castagne,27.0,be BEL,RB,25-045,90,29,39,74.4,456,224,18,20,90.0,8,11,72.7,3,6,50.0,0,0.0,0.0,1,3,1,0,3
13,Kasper Schmeichel,1.0,dk DEN,GK,34-075,90,28,36,77.8,797,514,3,3,100.0,15,15,100.0,10,18,55.6,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,301,385,78.2,5467,2284,131,152,86.2,135,156,86.5,28,56,50.0,2,1.4,0.7,8,22,7,1,24
