,num,joueur
0,,Wayne Rooney
1,,Phil Jones
2,,Danny Welbeck
3,,Chris Smalling
4,,Ryan Giggs
5,,Patrice Evra
6,,Nani
7,,Antonio Valencia
8,,Michael Carrick
9,,
10,,David de Gea
