,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Charlie Austin,10.0,eng ENG,FW,28-144,79,34,1,1,20,13,7,34,0,0,,0,,18,34,4,0,0,0,2,1,23,3
1,Shane Long,7.0,ie IRL,FW,30-308,11,6,0,0,1,5,2,6,0,0,,0,,5,52,34,1,1,0,0,1,6,2
2,Sofiane Boufal,19.0,ma MAR,LW,24-070,85,65,1,4,30,34,3,65,3,2,66.7,1,33.3,53,323,190,5,5,2,1,3,56,10
3,Maya Yoshida,3.0,jp JPN,CB,29-094,5,3,0,1,1,1,0,3,0,0,,0,,2,1,0,0,0,0,1,0,1,0
4,James Ward-Prowse,16.0,eng ENG,"RW,RM",23-025,90,71,1,3,30,38,2,71,0,0,,0,,39,146,55,1,1,0,0,0,49,11
5,Dušan Tadić,11.0,rs SRB,AM,29-006,77,41,0,2,13,28,3,41,2,2,100.0,0,0.0,33,184,121,6,4,0,1,1,36,10
6,Mario Lemina,18.0,ga GAB,"CM,DM",24-086,13,8,0,1,4,3,0,8,1,1,100.0,0,0.0,6,23,12,0,0,0,0,0,7,0
7,Pierre Højbjerg,23.0,dk DEN,"DM,CM",22-113,90,117,0,17,84,18,0,117,1,0,0.0,1,100.0,74,286,142,2,4,0,2,1,73,2
8,Steven Davis,8.0,nir NIR,"DM,LM,AM",32-329,90,88,2,16,58,14,0,88,0,0,,0,,45,145,83,1,1,0,0,0,61,3
9,Ryan Bertrand,21.0,eng ENG,LB,28-113,90,100,1,19,51,31,2,100,2,2,100.0,0,0.0,75,298,161,3,3,0,2,2,77,11
10,Wesley Hoedt,6.0,nl NED,CB,23-265,90,88,2,36,50,2,1,88,0,0,,0,,71,463,347,3,1,0,0,0,68,0
11,Virgil van Dijk,17.0,nl NED,CB,26-141,90,87,3,43,40,4,2,87,1,1,100.0,0,0.0,61,308,194,1,1,0,1,1,62,0
12,Cédric Soares,2.0,pt POR,RB,26-087,90,95,4,29,37,29,1,95,0,0,,0,,63,221,129,2,1,0,0,0,67,11
13,Fraser Forster,44.0,eng ENG,GK,29-254,90,23,20,23,0,0,0,23,0,0,,0,,17,144,51,0,1,1,0,0,13,0
14,14 Players,,,,,990,826,35,195,419,220,23,826,10,8,80.0,2,20.0,562,2628,1523,25,23,3,10,10,599,63
