,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
17,2017-11-05,16:30 ,Premier League,Matchweek 11,Sun,Away,L,0,1,Chelsea,0.7,1.6,46,"41,615",Antonio Valencia,3-4-1-2,Anthony Taylor,https://fbref.com/en/matches/70104ce7/Chelsea-Manchester-United-November-5-2017-Premier-League,
18,2017-11-18,17:30 ,Premier League,Matchweek 12,Sat,Home,W,4,1,Newcastle Utd,3.1,1.1,65,"75,035",Antonio Valencia,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/a624cbc4/Manchester-United-Newcastle-United-November-18-2017-Premier-League,
20,2017-11-25,15:00 ,Premier League,Matchweek 13,Sat,Home,W,1,0,Brighton,1.2,0.5,58,"75,018",Antonio Valencia,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/8d061522/Manchester-United-Brighton-and-Hove-Albion-November-25-2017-Premier-League,
21,2017-11-28,20:00 ,Premier League,Matchweek 14,Tue,Away,W,4,2,Watford,1.2,1.4,41,"20,552",Antonio Valencia,3-4-3,Jonathan Moss,https://fbref.com/en/matches/1a4b3369/Watford-Manchester-United-November-28-2017-Premier-League,
22,2017-12-02,17:30 ,Premier League,Matchweek 15,Sat,Away,W,3,1,Arsenal,1.8,4.7,25,"59,547",Antonio Valencia,3-4-1-2,Andre Marriner,https://fbref.com/en/matches/baa538cc/Arsenal-Manchester-United-December-2-2017-Premier-League,
24,2017-12-10,16:30 ,Premier League,Matchweek 16,Sun,Home,L,1,2,Manchester City,1.4,1.7,36,"74,847",Antonio Valencia,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/52419e39/Manchester-Derby-Manchester-United-Manchester-City-December-10-2017-Premier-League,
25,2017-12-13,20:00 ,Premier League,Matchweek 17,Wed,Home,W,1,0,Bournemouth,1.1,0.8,57,"74,798",Antonio Valencia,4-2-3-1,Graham Scott,https://fbref.com/en/matches/eaf5939d/Manchester-United-Bournemouth-December-13-2017-Premier-League,
26,2017-12-17,14:15 ,Premier League,Matchweek 18,Sun,Away,W,2,1,West Brom,0.7,1.1,56,"24,782",Antonio Valencia,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/097569a9/West-Bromwich-Albion-Manchester-United-December-17-2017-Premier-League,
28,2017-12-23,19:45 ,Premier League,Matchweek 19,Sat,Away,D,2,2,Leicester City,1.9,1.4,51,"32,202",Paul Pogba,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/1913bdd6/Leicester-City-Manchester-United-December-23-2017-Premier-League,
29,2017-12-26,15:00 ,Premier League,Matchweek 20,Tue,Home,D,2,2,Burnley,2.0,0.5,71,"75,046",Paul Pogba,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/b1b1fcc9/Manchester-United-Burnley-December-26-2017-Premier-League,
30,2017-12-30,17:30 ,Premier League,Matchweek 21,Sat,Home,D,0,0,Southampton,1.7,0.6,54,"75,051",Paul Pogba,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/a4051431/Manchester-United-Southampton-December-30-2017-Premier-League,
31,2018-01-01,17:30 ,Premier League,Matchweek 22,Mon,Away,W,2,0,Everton,1.4,1.2,60,"39,188",Paul Pogba,4-3-3,Andre Marriner,https://fbref.com/en/matches/19e56788/Everton-Manchester-United-January-1-2018-Premier-League,
33,2018-01-15,20:00 ,Premier League,Matchweek 23,Mon,Home,W,3,0,Stoke City,1.5,1.3,60,"74,726",Antonio Valencia,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/baf79461/Manchester-United-Stoke-City-January-15-2018-Premier-League,
34,2018-01-20,15:00 ,Premier League,Matchweek 24,Sat,Away,W,1,0,Burnley,0.8,1.0,52,"21,841",Antonio Valencia,4-3-3,Mike Dean,https://fbref.com/en/matches/ff3f2b39/Burnley-Manchester-United-January-20-2018-Premier-League,
36,2018-01-31,20:00 ,Premier League,Matchweek 25,Wed,Away,L,0,2,Tottenham,1.0,1.5,48,"81,978",Antonio Valencia,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/e766e559/Tottenham-Hotspur-Manchester-United-January-31-2018-Premier-League,
37,2018-02-03,15:00 ,Premier League,Matchweek 26,Sat,Home,W,2,0,Huddersfield,1.6,0.2,74,"74,742",Antonio Valencia,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/a41f9ea1/Manchester-United-Huddersfield-Town-February-3-2018-Premier-League,
38,2018-02-11,14:15 ,Premier League,Matchweek 27,Sun,Away,L,0,1,Newcastle Utd,1.9,0.5,64,"52,309",Antonio Valencia,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/a58f05b9/Newcastle-United-Manchester-United-February-11-2018-Premier-League,
41,2018-02-25,14:05 ,Premier League,Matchweek 28,Sun,Home,W,2,1,Chelsea,1.2,1.7,44,"75,060",Antonio Valencia,4-1-2-1-2◆,Martin Atkinson,https://fbref.com/en/matches/98517bf6/Manchester-United-Chelsea-February-25-2018-Premier-League,
42,2018-03-05,20:00 ,Premier League,Matchweek 29,Mon,Away,W,3,2,Crystal Palace,1.2,0.6,69,"25,840",Antonio Valencia,4-3-3,Niel Swarbrick,https://fbref.com/en/matches/9abb5749/Crystal-Palace-Manchester-United-March-5-2018-Premier-League,
43,2018-03-10,12:30 ,Premier League,Matchweek 30,Sat,Home,W,2,1,Liverpool,0.7,0.7,33,"74,855",Antonio Valencia,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/00e55ca8/North-West-Derby-Manchester-United-Liverpool-March-10-2018-Premier-League,
46,2018-03-31,15:00 ,Premier League,Matchweek 32,Sat,Home,W,2,0,Swansea City,2.2,0.2,66,"75,038",Antonio Valencia,4-2-3-1,Robert Madley,https://fbref.com/en/matches/41e0dc54/Manchester-United-Swansea-City-March-31-2018-Premier-League,
47,2018-04-07,17:30 ,Premier League,Matchweek 33,Sat,Away,W,3,2,Manchester City,1.1,2.6,36,"54,259",Antonio Valencia,4-3-3,Martin Atkinson,https://fbref.com/en/matches/50a03a01/Manchester-Derby-Manchester-City-Manchester-United-April-7-2018-Premier-League,
48,2018-04-15,16:00 ,Premier League,Matchweek 34,Sun,Home,L,0,1,West Brom,0.7,0.7,70,"75,095",Antonio Valencia,4-3-3,Paul Tierney,https://fbref.com/en/matches/b5ed1d8d/Manchester-United-West-Bromwich-Albion-April-15-2018-Premier-League,
49,2018-04-18,19:45 ,Premier League,Matchweek 35,Wed,Away,W,2,0,Bournemouth,1.3,1.2,55,"10,952",David de Gea,4-3-3,Graham Scott,https://fbref.com/en/matches/533420c5/Bournemouth-Manchester-United-April-18-2018-Premier-League,
51,2018-04-29,16:30 ,Premier League,Matchweek 36,Sun,Home,W,2,1,Arsenal,1.7,0.5,59,"75,035",Antonio Valencia,4-3-3,Kevin Friend,https://fbref.com/en/matches/5b587217/Manchester-United-Arsenal-April-29-2018-Premier-League,
52,2018-05-04,20:00 ,Premier League,Matchweek 37,Fri,Away,L,0,1,Brighton,0.8,1.0,68,"30,611",Ashley Young,4-3-3,Craig Pawson,https://fbref.com/en/matches/0cbb18e2/Brighton-and-Hove-Albion-Manchester-United-May-4-2018-Premier-League,
53,2018-05-10,19:45 ,Premier League,Matchweek 31,Thu,Away,D,0,0,West Ham,0.8,0.6,56,"56,902",Antonio Valencia,5-3-2,Jonathan Moss,https://fbref.com/en/matches/153401b5/West-Ham-United-Manchester-United-May-10-2018-Premier-League,
54,2018-05-13,15:00 ,Premier League,Matchweek 38,Sun,Home,W,1,0,Watford,0.4,0.6,52,"75,049",Michael Carrick,4-3-3,Lee Mason,https://fbref.com/en/matches/c137bab4/Manchester-United-Watford-May-13-2018-Premier-League,
