,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Diogo Jota,18.0,pt POR,"CM,FW",22-041,58,0,0,0,0,0,0,0,0,19,0,1,0,0.0,0.0,0.0,0,0,12,16,75.0,0,11,2,0,0
1,Romain Saïss,27.0,ma MAR,CM,28-294,32,0,0,0,0,0,0,0,0,19,1,1,1,0.0,0.0,0.0,0,0,8,14,57.1,2,6,0,0,0
2,Raúl Jiménez,9.0,mx MEX,FW,27-254,45,0,0,0,0,0,0,0,0,17,0,0,1,0.0,0.0,0.0,0,0,8,13,61.5,2,9,1,1,0
3,Adama Traoré,37.0,es ESP,FW,22-354,45,0,0,0,0,1,0,0,0,21,3,0,0,0.1,0.1,0.0,0,0,9,11,81.8,0,11,2,5,5
4,Leander Dendoncker,32.0,be BEL,"CB,CM",23-274,90,0,0,0,0,0,0,0,0,42,4,0,3,0.0,0.0,0.0,0,0,26,29,89.7,1,18,0,0,0
5,Rúben Neves,8.0,pt POR,CM,21-307,90,0,0,0,0,1,0,0,0,51,4,0,2,0.0,0.0,0.0,0,0,26,39,66.7,2,19,0,0,0
6,João Moutinho,28.0,pt POR,CM,32-128,71,0,0,0,0,0,0,0,0,28,2,3,1,0.0,0.0,0.0,0,0,15,21,71.4,2,9,0,2,2
7,Morgan Gibbs-White,17.0,eng ENG,CM,18-352,19,0,0,0,0,0,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,7,0,3,1
8,Jonny Castro,19.0,es ESP,WB,24-317,90,0,0,0,0,0,0,0,0,38,1,4,2,0.0,0.0,0.1,0,0,21,25,84.0,1,16,0,1,0
9,Matt Doherty,2.0,ie IRL,WB,26-363,90,0,0,0,0,0,0,0,0,47,2,0,3,0.0,0.0,0.0,0,0,19,32,59.4,1,12,0,0,0
10,Willy Boly,15.0,ci CIV,CB,27-345,18,0,0,0,0,1,0,0,1,3,0,0,0,0.1,0.1,0.0,0,0,0,2,0.0,0,2,0,0,0
11,Conor Coady,16.0,eng ENG,CB,25-323,90,0,0,0,0,0,0,0,0,45,0,1,0,0.0,0.0,0.0,0,0,25,36,69.4,0,24,0,1,1
12,Ryan Bennett,5.0,eng ENG,CB,28-314,90,0,0,0,0,0,0,0,0,22,1,0,3,0.0,0.0,0.1,1,0,7,12,58.3,0,3,0,0,0
13,Rui Patrício,11.0,pt POR,GK,30-333,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,18,40,45.0,0,17,0,0,0
14,14 Players,,,,,918,0,0,0,0,3,0,0,1,408,18,10,16,0.1,0.1,0.1,1,0,199,297,67.0,11,164,5,13,9
