,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Diomansy Kamara,,sn SEN,FW,30-026,72,1,0,0,,,,0,0,,,,,,,0,,
1,Andrew Johnson,,eng ENG,FW,29-297,18,0,0,0,,,,0,0,,,,,,,0,,
2,Zoltán Gera,,hu HUN,MF,31-226,90,0,0,0,,,,0,0,,,,,,,0,,
3,Clint Dempsey,,us USA,"FW,MF",27-270,90,0,1,0,,,,0,0,,,,,,,0,,
4,Dickson Etuhu,,ng NGA,MF,28-179,90,0,0,0,,,,0,0,,,,,,,0,,
5,Danny Murphy,,eng ENG,MF,33-261,87,0,0,0,,,,0,0,,,,,,,0,,
6,Eddie Johnson,,us USA,FW,26-248,3,0,0,0,,,,0,0,,,,,,,0,,
7,Simon Davies,,wls WAL,MF,31-042,90,0,0,0,,,,0,0,,,,,,,0,,
8,Matthew Briggs,,gy GUY,DF,19-273,27,0,0,0,,,,0,0,,,,,,,0,,
9,Chris Baird,,nir NIR,"DF,MF",28-282,63,0,0,0,,,,0,0,,,,,,,0,,
10,Brede Hangeland,,no NOR,DF,29-167,90,0,0,0,,,,0,0,,,,,,,0,,
11,Aaron Hughes,,nir NIR,DF,31-026,90,0,0,0,,,,0,0,,,,,,,0,,
12,John Paintsil,,gh GHA,"DF,MF",29-172,90,0,0,0,,,,0,0,,,,,,,0,,
13,Mark Schwarzer,,au AUS,GK,38-059,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,0,0,,,,,,,0,,
