,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Dominic Solanke,9.0,eng ENG,FW,25-199,89,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
1,Antoine Semenyo,24.0,gh GHA,FW,23-084,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Philip Billing,29.0,dk DEN,FW,26-294,90,6,5,1,5,0,1,1,100.0,0,2,0,2,0,6,1,0
3,Jaidon Anthony,32.0,eng ENG,LM,23-121,45,2,2,2,0,0,1,1,100.0,0,1,0,1,1,3,1,0
4,Marcus Tavernier,16.0,eng ENG,LM,24-010,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
5,Jefferson Lerma,8.0,co COL,CM,28-158,90,2,1,0,2,0,0,2,0.0,2,0,0,0,2,4,2,0
6,Joe Rothwell,14.0,eng ENG,CM,28-080,71,1,1,0,1,0,0,0,,0,0,0,0,1,2,1,0
7,Hamed Junior Traorè,22.0,ci CIV,CM,23-044,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
8,Dango Ouattara,11.0,bf BFA,RM,21-049,45,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
9,Ryan Christie,10.0,sct SCO,RM,28-038,45,3,1,2,1,0,1,4,25.0,3,0,0,0,0,3,0,0
10,Lloyd Kelly,5.0,eng ENG,LB,24-177,90,2,2,2,0,0,0,0,,0,0,0,0,0,2,3,0
11,Marcos Senesi,25.0,ar ARG,CB,25-326,90,1,1,0,1,0,0,1,0.0,1,1,1,0,2,3,1,0
12,Jack Stephens,3.0,eng ENG,CB,29-064,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,1,0
13,Adam Smith,15.0,eng ENG,RB,31-337,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
14,Neto,13.0,br BRA,GK,33-256,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
15,15 Players,,,,,990,17,13,7,10,0,3,11,27.3,8,7,2,5,8,25,12,0
