,num,joueur
0,,Tim Howard
1,,Leighton Baines
2,,Kevin Mirallas
3,,Leon Osman
4,,Gareth Barry
5,,John Stones
6,,Romelu Lukaku
7,,Gerard Deulofeu
8,,Séamus Coleman
9,,Sylvain Distin
10,,James McCarthy
