,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,27-254,90,1,0,1,,,,1,0,,,,,,,0,,
1,Samir Nasri,,fr FRA,"FW,MF",23-295,90,0,0,0,,,,0,0,,,,,,,0,,
2,Theo Walcott,,eng ENG,"FW,MF",22-032,71,0,0,0,,,,0,0,,,,,,,0,,
3,Nicklas Bendtner,,dk DEN,FW,23-091,19,0,0,0,,,,0,0,,,,,,,0,,
4,Cesc Fàbregas,,es ESP,"FW,MF",23-348,90,0,0,0,,,,0,0,,,,,,,0,,
5,Abou Diaby,,fr FRA,MF,24-341,80,0,0,0,,,,0,0,,,,,,,0,,
6,Alexandre Song,,cm CMR,"DF,MF",23-220,10,0,0,0,,,,0,0,,,,,,,0,,
7,Jack Wilshere,,eng ENG,MF,19-106,71,0,0,0,,,,0,0,,,,,,,0,,
8,Andrey Arshavin,,ru RUS,"FW,MF",29-323,19,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-265,90,0,0,0,,,,0,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,25-219,90,0,0,0,,,,0,0,,,,,,,0,,
11,Johan Djourou,,ch SUI,DF,24-089,90,0,0,0,,,,0,0,,,,,,,0,,
12,Emmanuel Eboué,,ci CIV,"DF,MF",27-317,90,0,0,0,,,,1,0,,,,,,,0,,
13,Wojciech Szczęsny,,pl POL,GK,20-364,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,0,1,,,,2,0,,,,,,,0,,
