,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Jamie Vardy,9.0,eng ENG,FW,35-228,90,5,8,62.5,51,9,4,5,80.0,1,2,50.0,0,0,,1,0.1,0.0,1,0,1,0,1
1,Harvey Barnes,7.0,eng ENG,LM,24-261,90,21,30,70.0,251,76,16,20,80.0,2,4,50.0,1,3,33.3,0,0.0,0.0,0,2,1,0,2
2,Kiernan Dewsbury-Hall,22.0,eng ENG,CM,23-355,90,35,53,66.0,584,186,18,24,75.0,11,18,61.1,3,8,37.5,0,0.1,0.1,1,5,1,0,6
3,Youri Tielemans,8.0,be BEL,CM,25-112,88,67,75,89.3,1127,448,40,40,100.0,15,20,75.0,11,13,84.6,0,1.2,0.9,6,11,4,1,15
4,Wilfred Ndidi,25.0,ng NGA,CM,25-254,2,2,2,100.0,39,17,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,1
5,Dennis Praet,26.0,be BEL,RM,28-105,54,9,16,56.3,132,19,4,7,57.1,5,5,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
6,Ayoze Pérez,17.0,es ESP,RM,29-029,36,14,17,82.4,240,124,9,9,100.0,3,4,75.0,2,4,50.0,0,0.6,0.2,2,4,1,0,4
7,Boubakary Soumaré,42.0,fr FRA,DM,23-181,54,36,38,94.7,538,129,25,25,100.0,5,5,100.0,4,5,80.0,0,0.0,0.0,0,3,0,0,7
8,Kelechi Iheanacho,14.0,ng NGA,FW,25-328,36,10,14,71.4,113,0,4,5,80.0,3,5,60.0,0,1,0.0,0,0.0,0.0,1,0,0,0,0
9,James Justin,2.0,eng ENG,LB,24-185,90,63,85,74.1,969,329,40,43,93.0,17,24,70.8,5,11,45.5,0,0.1,0.2,2,2,3,2,5
10,Jonny Evans,6.0,nir NIR,CB,34-236,90,66,71,93.0,1264,427,20,23,87.0,39,40,97.5,7,8,87.5,0,0.0,0.0,0,3,0,0,3
11,Daniel Amartey,18.0,gh GHA,CB,27-249,90,72,78,92.3,1323,571,27,30,90.0,38,40,95.0,7,8,87.5,0,0.3,0.2,2,12,0,0,11
12,Timothy Castagne,27.0,be BEL,RB,26-265,90,63,74,85.1,849,236,42,47,89.4,21,24,87.5,0,2,0.0,0,0.0,0.1,1,0,1,1,3
13,Danny Ward,1.0,wls WAL,GK,29-066,90,15,17,88.2,354,229,4,4,100.0,8,8,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,478,578,82.7,7834,2800,253,282,89.7,170,201,84.6,43,69,62.3,1,2.5,1.7,16,42,12,4,58
