,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Ollie Watkins,11.0,eng ENG,FW,26-143,90,0,0,0,2,3,2,0,0,0,0,0,0,0,6,7,46.2
1,Philippe Coutinho,23.0,br BRA,AM,29-344,71,0,0,0,1,1,0,0,1,1,0,0,0,5,0,1,0.0
2,Marvelous Nakamba,19.0,zw ZIM,"LM,AM",28-123,19,1,0,0,2,0,0,0,1,0,0,0,0,1,2,1,66.7
3,Emi Buendía,10.0,ar ARG,AM,25-148,87,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,50.0
4,Ashley Young,18.0,eng ENG,FW,36-317,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.0
5,Jacob Ramsey,41.0,eng ENG,LM,20-359,82,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,0.0
6,Danny Ings,20.0,eng ENG,FW,29-303,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
7,Douglas Luiz,6.0,br BRA,CM,24-013,90,0,0,0,1,0,0,0,1,2,0,0,0,7,1,0,100.0
8,John McGinn,7.0,sct SCO,RM,27-216,90,0,0,0,1,1,0,1,1,1,0,0,0,3,0,0,
9,Lucas Digne,27.0,fr FRA,LB,28-306,90,0,0,0,1,0,0,3,3,1,0,0,0,8,3,1,75.0
10,Tyrone Mings,5.0,eng ENG,CB,29-070,90,1,0,0,1,0,0,0,2,0,0,0,0,4,1,2,33.3
11,Calum Chambers,16.0,eng ENG,CB,27-122,90,0,0,0,1,0,0,0,1,0,0,0,0,3,3,2,60.0
12,Matty Cash,2.0,pl POL,RB,24-288,90,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,50.0
13,Robin Olsen,25.0,se SWE,GK,32-134,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,14 Players,,,,,990,2,0,0,11,5,2,5,11,9,0,0,0,39,18,23,43.9
