,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Roque Santa Cruz,,py PAR,FW,29-229,61,0,0,0,,,,0,0,,,,,,,0,,
1,Jason Roberts,,gd GRN,FW,33-067,29,0,0,0,,,,0,0,,,,,,,0,,
2,Junior Hoilett,,ca CAN,"FW,MF",20-301,90,0,0,0,,,,1,0,,,,,,,0,,
3,Jermaine Jones,,us USA,MF,29-150,89,0,0,0,,,,0,0,,,,,,,0,,
4,David Dunn,,eng ENG,MF,31-096,1,0,0,0,,,,0,0,,,,,,,0,,
5,Steven Nzonzi,,fr FRA,MF,22-108,75,0,0,0,,,,0,1,,,,,,,0,,
6,Brett Emerton,,au AUS,"DF,MF",32-039,90,0,0,0,,,,0,0,,,,,,,0,,
7,Phil Jones,,eng ENG,"DF,MF",19-040,90,0,0,0,,,,0,0,,,,,,,0,,
8,Martin Olsson,,se SWE,"DF,MF",22-320,90,0,0,0,,,,0,0,,,,,,,0,,
9,Ryan Nelsen,,nz NZL,DF,33-166,90,0,0,0,,,,0,0,,,,,,,0,,
10,Christopher Samba,,cg CGO,DF,27-005,90,0,0,0,,,,0,0,,,,,,,0,,
11,Míchel Salgado,,es ESP,DF,35-162,90,0,0,0,,,,1,0,,,,,,,0,,
12,Paul Robinson,,eng ENG,GK,31-169,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,975,0,0,0,,,,2,1,,,,,,,0,,
