,num,joueur
0,,Ryan Shotton
1,,Robert Huth
2,,Ryan Shawcross
3,,Cameron Jerome
4,,Peter Crouch
5,,Dean Whitehead
6,,Charlie Adam
7,,Marc Wilson
8,,Steven Nzonzi
9,,
10,,Thomas Sørensen
