,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nikola Kalinić,,hr CRO,FW,22-235,64,0,0,0,,,,0,0,,,,,,,0,,
1,Martin Olsson,,se SWE,"DF,MF",22-103,26,0,0,0,,,,0,0,,,,,,,0,,
2,El Hadji Diouf,,sn SEN,"FW,MF",29-225,90,0,1,0,,,,0,0,,,,,,,0,,
3,Mame Biram Diouf,,sn SEN,"FW,MF",22-255,80,1,0,0,,,,0,0,,,,,,,0,,
4,Steven Nzonzi,,fr FRA,MF,21-256,10,0,0,0,,,,0,0,,,,,,,0,,
5,Morten Gamst Pedersen,,no NOR,"FW,MF",28-354,90,0,0,0,,,,0,0,,,,,,,0,,
6,Vince Grella,,au AUS,MF,30-327,55,0,0,0,,,,0,0,,,,,,,0,,
7,David Dunn,,eng ENG,MF,30-244,35,0,0,0,,,,0,0,,,,,,,0,,
8,Phil Jones,,eng ENG,"DF,MF",18-188,90,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Givet,,fr FRA,DF,28-323,90,0,0,0,,,,1,0,,,,,,,0,,
10,Ryan Nelsen,,nz NZL,DF,32-314,90,0,0,0,,,,0,0,,,,,,,0,,
11,Christopher Samba,,cg CGO,DF,26-153,90,0,0,0,,,,0,0,,,,,,,0,,
12,Míchel Salgado,,es ESP,DF,34-310,90,0,0,0,,,,0,0,,,,,,,0,,
13,Paul Robinson,,eng ENG,GK,30-317,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,1,1,0,,,,1,0,,,,,,,0,,
