,num,joueur
0,,Christophe Berra
1,,Karl Henry
2,,Ronald Zubar
3,,Stephen Ward
4,,Anthony Forde
5,,Steven Fletcher
6,,Nenad Milijaš
7,,Matthew Jarvis
8,,Stephen Hunt
9,,
10,,Dorus de Vries
