,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2010-08-14,,Premier League,Matchweek 1,Sat,Away,D,2,2,Sunderland,,"38,390",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/428d758b/Sunderland-Birmingham-City-August-14-2010-Premier-League,
1,2010-08-21,,Premier League,Matchweek 2,Sat,Home,W,2,1,Blackburn,,"21,394",,4-4-2,Michael Oliver,https://fbref.com/en/matches/2638d721/Birmingham-City-Blackburn-Rovers-August-21-2010-Premier-League,
2,2010-08-29,,Premier League,Matchweek 3,Sun,Away,D,2,2,Bolton,,"18,139",,4-5-1,Kevin Friend,https://fbref.com/en/matches/2bc42bd9/Bolton-Wanderers-Birmingham-City-August-29-2010-Premier-League,
3,2010-09-12,,Premier League,Matchweek 4,Sun,Home,D,0,0,Liverpool,,"27,333",,4-4-2,Mark Halsey,https://fbref.com/en/matches/57886ad0/Birmingham-City-Liverpool-September-12-2010-Premier-League,
4,2010-09-18,,Premier League,Matchweek 5,Sat,Away,L,1,3,West Brom,,"23,062",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/39f96e43/West-Bromwich-Albion-Birmingham-City-September-18-2010-Premier-League,
5,2010-09-25,,Premier League,Matchweek 6,Sat,Home,D,0,0,Wigan Athletic,,"22,186",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/c414c46e/Birmingham-City-Wigan-Athletic-September-25-2010-Premier-League,
6,2010-10-02,,Premier League,Matchweek 7,Sat,Home,L,0,2,Everton,,"23,138",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/fe03b1ec/Birmingham-City-Everton-October-2-2010-Premier-League,
7,2010-10-16,,Premier League,Matchweek 8,Sat,Away,L,1,2,Arsenal,,"60,070",,4-5-1,Martin Atkinson,https://fbref.com/en/matches/44dd7154/Arsenal-Birmingham-City-October-16-2010-Premier-League,
8,2010-10-23,,Premier League,Matchweek 9,Sat,Home,W,2,0,Blackpool,,"26,850",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/83d5116b/Birmingham-City-Blackpool-October-23-2010-Premier-League,
9,2010-10-31,,Premier League,Matchweek 10,Sun,Away,D,0,0,Aston Villa,,"40,688",,4-5-1,Howard Webb,https://fbref.com/en/matches/57662fc1/Aston-Villa-Birmingham-City-October-31-2010-Premier-League,
10,2010-11-06,,Premier League,Matchweek 11,Sat,Home,D,2,2,West Ham,,"26,474",,4-4-2,Michael Oliver,https://fbref.com/en/matches/339232f3/Birmingham-City-West-Ham-United-November-6-2010-Premier-League,
11,2010-11-09,,Premier League,Matchweek 12,Tue,Away,L,2,3,Stoke City,,"26,381",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/3a885a2e/Stoke-City-Birmingham-City-November-9-2010-Premier-League,
12,2010-11-13,,Premier League,Matchweek 13,Sat,Away,D,0,0,Manchester City,,"44,321",,4-4-2,Mike Jones,https://fbref.com/en/matches/2fcea299/Manchester-City-Birmingham-City-November-13-2010-Premier-League,
13,2010-11-20,,Premier League,Matchweek 14,Sat,Home,W,1,0,Chelsea,,"24,357",,4-4-2,Mark Halsey,https://fbref.com/en/matches/fa03d3d4/Birmingham-City-Chelsea-November-20-2010-Premier-League,
14,2010-11-27,,Premier League,Matchweek 15,Sat,Away,D,1,1,Fulham,,"24,391",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/88109231/Fulham-Birmingham-City-November-27-2010-Premier-League,
15,2010-12-04,,Premier League,Matchweek 16,Sat,Home,D,1,1,Tottenham,,"25,770",,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/5605034c/Birmingham-City-Tottenham-Hotspur-December-4-2010-Premier-League,
16,2010-12-12,,Premier League,Matchweek 17,Sun,Away,L,0,1,Wolves,,"25,150",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/4862b6eb/Wolverhampton-Wanderers-Birmingham-City-December-12-2010-Premier-League,
17,2010-12-28,,Premier League,Matchweek 20,Tue,Home,D,1,1,Manchester Utd,,"28,242",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/5067fbbe/Birmingham-City-Manchester-United-December-28-2010-Premier-League,
18,2011-01-01,,Premier League,Matchweek 21,Sat,Home,L,0,3,Arsenal,,"24,341",,4-1-4-1,Peter Walton,https://fbref.com/en/matches/a1ccba64/Birmingham-City-Arsenal-January-1-2011-Premier-League,
19,2011-01-04,,Premier League,Matchweek 22,Tue,Away,W,2,1,Blackpool,,"14,550",,4-4-2,Jon Moss,https://fbref.com/en/matches/d565cec1/Blackpool-Birmingham-City-January-4-2011-Premier-League,
20,2011-01-16,,Premier League,Matchweek 23,Sun,Home,D,1,1,Aston Villa,,"22,287",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/c70d2c81/Birmingham-City-Aston-Villa-January-16-2011-Premier-League,
21,2011-01-22,,Premier League,Matchweek 24,Sat,Away,L,0,5,Manchester Utd,,"75,326",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/d3e9239e/Manchester-United-Birmingham-City-January-22-2011-Premier-League,
22,2011-02-02,,Premier League,Matchweek 25,Wed,Home,D,2,2,Manchester City,,"24,379",,4-4-2,Kevin Friend,https://fbref.com/en/matches/00cb2285/Birmingham-City-Manchester-City-February-2-2011-Premier-League,
23,2011-02-06,,Premier League,Matchweek 26,Sun,Away,W,1,0,West Ham,,"32,927",,4-4-2,Chris Foy,https://fbref.com/en/matches/320d0816/West-Ham-United-Birmingham-City-February-6-2011-Premier-League,
24,2011-02-12,,Premier League,Matchweek 27,Sat,Home,W,1,0,Stoke City,,"23,660",,4-4-2,Mark Halsey,https://fbref.com/en/matches/af10df8b/Birmingham-City-Stoke-City-February-12-2011-Premier-League,
25,2011-02-15,,Premier League,Matchweek 18,Tue,Home,L,0,2,Newcastle Utd,,"28,270",,4-4-2,Lee Mason,https://fbref.com/en/matches/1e62ffc2/Birmingham-City-Newcastle-United-February-15-2011-Premier-League,
26,2011-03-05,,Premier League,Matchweek 29,Sat,Home,L,1,3,West Brom,,"27,013",,4-4-2,Mike Jones,https://fbref.com/en/matches/71d6e4c6/Birmingham-City-West-Bromwich-Albion-March-5-2011-Premier-League,
27,2011-03-09,,Premier League,Matchweek 19,Wed,Away,D,1,1,Everton,,"33,974",,4-5-1,Peter Walton,https://fbref.com/en/matches/a40f5a28/Everton-Birmingham-City-March-9-2011-Premier-League,
28,2011-03-19,,Premier League,Matchweek 30,Sat,Away,L,1,2,Wigan Athletic,,"16,421",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/8a751dd2/Wigan-Athletic-Birmingham-City-March-19-2011-Premier-League,
29,2011-04-02,,Premier League,Matchweek 31,Sat,Home,W,2,1,Bolton,,"26,142",,4-4-2,Michael Oliver,https://fbref.com/en/matches/654072b0/Birmingham-City-Bolton-Wanderers-April-2-2011-Premier-League,
30,2011-04-09,,Premier League,Matchweek 32,Sat,Away,D,1,1,Blackburn,,"28,426",,4-4-2,Chris Foy,https://fbref.com/en/matches/ef82d14c/Blackburn-Rovers-Birmingham-City-April-9-2011-Premier-League,
