,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Christian Benteke,20.0,be BEL,FW,30-359,90,12,15,80.0,113,26,8,9,88.9,2,3,66.7,0,0,,0,0.0,0.0,1,0,0,0,1
1,Wilfried Zaha,11.0,ci CIV,LW,29-017,71,21,29,72.4,350,92,11,12,91.7,7,9,77.8,3,4,75.0,0,0.0,0.0,0,1,1,0,3
2,Odsonne Édouard,22.0,fr FRA,LW,23-315,19,3,5,60.0,33,19,3,3,100.0,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
3,Michael Olise,7.0,fr FRA,RW,19-350,86,56,72,77.8,878,241,33,35,94.3,19,25,76.0,3,7,42.9,0,0.0,0.1,0,4,1,0,9
4,Jordan Ayew,9.0,gh GHA,RW,30-077,4,3,6,50.0,30,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0
5,Conor Gallagher,23.0,eng ENG,"AM,DM",21-294,90,43,49,87.8,860,186,21,22,95.5,16,21,76.2,6,6,100.0,0,0.1,0.1,2,5,2,1,3
6,Cheikhou Kouyaté,8.0,sn SEN,DM,31-341,90,31,39,79.5,578,147,11,14,78.6,12,13,92.3,5,6,83.3,1,0.4,0.4,1,0,1,1,3
7,Luka Milivojević,4.0,rs SRB,DM,30-234,59,32,44,72.7,619,132,12,13,92.3,11,17,64.7,7,10,70.0,0,0.0,0.0,0,2,0,0,4
8,Eberechi Eze,10.0,eng ENG,AM,23-151,31,19,24,79.2,274,74,12,13,92.3,6,8,75.0,1,2,50.0,0,0.0,0.0,0,3,0,0,2
9,Tyrick Mitchell,3.0,eng ENG,LB,22-087,90,57,73,78.1,939,451,22,25,88.0,30,34,88.2,3,8,37.5,0,0.1,0.1,1,5,1,1,11
10,Marc Guéhi,6.0,eng ENG,CB,21-137,90,78,81,96.3,1803,661,16,16,100.0,49,50,98.0,13,15,86.7,0,0.0,0.0,0,9,1,0,8
11,James Tomkins,5.0,eng ENG,CB,32-243,90,73,78,93.6,1572,487,19,20,95.0,40,42,95.2,13,14,92.9,0,0.1,0.0,1,2,0,0,3
12,Joel Ward,2.0,eng ENG,RB,32-029,90,87,103,84.5,1475,594,44,48,91.7,34,37,91.9,8,13,61.5,0,0.2,0.4,1,12,1,1,9
13,Vicente Guaita,13.0,es ESP,GK,34-321,90,19,21,90.5,366,185,7,7,100.0,11,12,91.7,1,2,50.0,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,534,639,83.6,9890,3295,220,238,92.4,238,275,86.5,63,87,72.4,1,0.9,1.2,7,43,8,4,56
