,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Steve Mounié,24.0,bj BEN,FW,23-162,90,17,20,85.0,178,32,15,18,83.3,2,2,100.0,0,0,,0,0.1,0.0,1,0,0,0,0
1,Rajiv van La Parra,17.0,nl NED,LW,26-279,77,47,64,73.4,617,120,30,34,88.2,11,16,68.8,2,5,40.0,0,0.1,0.1,2,1,2,1,4
2,Laurent Depoitre,20.0,be BEL,LW,29-093,13,5,8,62.5,67,5,2,3,66.7,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
3,Tom Ince,22.0,eng ENG,"RW,AM",26-039,90,31,38,81.6,606,90,12,12,100.0,13,16,81.3,5,6,83.3,0,0.2,0.3,2,0,2,2,6
4,Alex Pritchard,21.0,eng ENG,AM,24-311,64,34,38,89.5,486,63,22,23,95.7,7,8,87.5,2,2,100.0,0,0.1,0.1,4,0,2,0,2
5,Collin Quaner,23.0,de GER,RW,26-265,26,8,11,72.7,69,12,6,9,66.7,0,0,,0,0,,0,0.1,0.0,2,1,0,0,0
6,Aaron Mooy,10.0,au AUS,DM,27-176,68,73,100,73.0,1182,210,39,41,95.1,27,35,77.1,6,17,35.3,0,0.1,0.1,4,11,1,1,13
7,Danny Williams,19.0,us USA,DM,29-002,22,12,14,85.7,195,28,3,3,100.0,7,8,87.5,1,2,50.0,0,0.0,0.0,0,1,0,0,2
8,Jonathan Hogg,6.0,eng ENG,DM,29-094,90,112,117,95.7,2301,720,34,35,97.1,58,59,98.3,16,19,84.2,0,0.1,0.1,2,30,1,0,29
9,Scott Malone,3.0,eng ENG,LB,26-350,90,77,92,83.7,1223,314,43,47,91.5,25,30,83.3,6,9,66.7,0,0.1,0.1,2,3,2,0,10
10,Christopher Schindler,26.0,de GER,CB,27-315,90,77,80,96.3,1374,465,31,33,93.9,39,39,100.0,6,7,85.7,0,0.0,0.0,0,9,0,0,13
11,Mathias Jørgensen,25.0,dk DEN,CB,27-321,90,74,82,90.2,1386,422,30,31,96.8,31,35,88.6,10,11,90.9,0,0.0,0.0,0,16,0,0,15
12,Florent Hadergjonaj,33.0,xk KVX,RB,23-222,90,76,101,75.2,1344,507,38,42,90.5,30,44,68.2,7,13,53.8,0,0.3,0.4,7,2,9,7,10
13,Jonas Lössl,1.0,dk DEN,GK,29-037,90,15,18,83.3,425,294,0,0,,11,12,91.7,4,6,66.7,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,658,783,84.0,11453,3282,305,331,92.1,264,307,86.0,65,97,67.0,0,1.2,1.4,26,74,19,11,104
