,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Karlan Grant,29.0,eng ENG,FW,23-102,60,10,10,0,0,0,0,2,0,0,0,0,0,7,0,1
1,Matheus Pereira,12.0,pt POR,AM,24-238,30,4,3,1,0,0,0,1,0,1,0,1,0,2,0,0
2,Grady Diangana,11.0,cd COD,"LM,RM,AM,FW",22-254,72,25,24,1,0,0,0,2,0,1,1,0,0,19,0,1
3,Filip Krovinović,17.0,hr CRO,FW,25-122,18,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
4,Conor Gallagher,18.0,eng ENG,CM,20-327,90,31,24,6,0,0,0,2,0,1,1,0,0,22,1,0
5,Matt Phillips,10.0,sct SCO,CM,29-291,45,14,12,2,2,0,0,3,0,0,0,0,0,7,0,1
6,Branislav Ivanović,20.0,rs SRB,CB,36-311,45,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
7,Callum Robinson,7.0,ie IRL,"FW,RM,LM",25-331,90,25,25,0,0,0,0,6,0,0,0,0,0,11,0,2
8,Romaine Sawyers,19.0,kn SKN,"CM,DM",29-057,90,31,27,4,4,0,0,0,0,0,0,0,0,21,0,1
9,Lee Peltier,22.0,eng ENG,"WB,LB",34-018,90,22,19,3,0,0,0,0,3,0,0,0,0,14,0,0
10,Dara O'Shea,27.0,ie IRL,CB,21-300,90,21,19,2,1,0,0,0,1,0,0,0,0,15,0,0
11,Semi Ajayi,6.0,ng NGA,CB,27-050,90,23,18,5,0,0,0,0,5,0,0,0,0,13,0,0
12,Darnell Furlong,2.0,eng ENG,"WB,RB",25-059,90,31,23,8,0,0,0,1,8,0,0,0,0,18,0,0
13,Sam Johnstone,1.0,eng ENG,GK,27-279,90,29,18,11,4,0,1,0,0,0,0,0,0,13,0,0
14,14 Players,,,,,990,277,232,44,11,0,1,17,17,3,2,1,0,171,1,6
