,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
38,2017-02-26,13:30 ,Premier League,Matchweek 26,Sun,Home,W,4,0,Stoke City,64,"31,864",Hugo Lloris,3-4-3,Jonathan Moss,https://fbref.com/en/matches/f30bab22/Tottenham-Hotspur-Stoke-City-February-26-2017-Premier-League,
39,2017-03-05,13:30 ,Premier League,Matchweek 27,Sun,Home,W,3,2,Everton,51,"31,962",Hugo Lloris,3-4-3,Michael Oliver,https://fbref.com/en/matches/f3357cd6/Tottenham-Hotspur-Everton-March-5-2017-Premier-League,
41,2017-03-19,14:15 ,Premier League,Matchweek 29,Sun,Home,W,2,1,Southampton,51,"31,697",Hugo Lloris,3-4-3,Andre Marriner,https://fbref.com/en/matches/a821687a/Tottenham-Hotspur-Southampton-March-19-2017-Premier-League,
42,2017-04-01,15:00 ,Premier League,Matchweek 30,Sat,Away,W,2,0,Burnley,62,"21,684",Hugo Lloris,3-4-3,Stuart Attwell,https://fbref.com/en/matches/d4909343/Burnley-Tottenham-Hotspur-April-1-2017-Premier-League,
43,2017-04-05,19:45 ,Premier League,Matchweek 31,Wed,Away,W,3,1,Swansea City,72,"20,855",Jan Vertonghen,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/b2a8bd9a/Swansea-City-Tottenham-Hotspur-April-5-2017-Premier-League,
44,2017-04-08,12:30 ,Premier League,Matchweek 32,Sat,Home,W,4,0,Watford,58,"31,706",Hugo Lloris,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/6f85e5d6/Tottenham-Hotspur-Watford-April-8-2017-Premier-League,
45,2017-04-15,12:30 ,Premier League,Matchweek 33,Sat,Home,W,4,0,Bournemouth,69,"31,943",Hugo Lloris,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/b6799169/Tottenham-Hotspur-Bournemouth-April-15-2017-Premier-League,
47,2017-04-26,20:00 ,Premier League,Matchweek 28,Wed,Away,W,1,0,Crystal Palace,69,"25,596",Hugo Lloris,3-4-3,Jonathan Moss,https://fbref.com/en/matches/fcdd2c59/Crystal-Palace-Tottenham-Hotspur-April-26-2017-Premier-League,
48,2017-04-30,16:30 ,Premier League,Matchweek 35,Sun,Home,W,2,0,Arsenal,51,"31,811",Hugo Lloris,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/cdec2a32/North-London-Derby-Tottenham-Hotspur-Arsenal-April-30-2017-Premier-League,
49,2017-05-05,20:00 ,Premier League,Matchweek 36,Fri,Away,L,0,1,West Ham,68,"56,992",Hugo Lloris,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/ba9c15dd/West-Ham-United-Tottenham-Hotspur-May-5-2017-Premier-League,
50,2017-05-14,16:30 ,Premier League,Matchweek 37,Sun,Home,W,2,1,Manchester Utd,60,"31,848",Hugo Lloris,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/7c40f8a6/Tottenham-Hotspur-Manchester-United-May-14-2017-Premier-League,
51,2017-05-18,19:45 ,Premier League,Matchweek 34,Thu,Away,W,6,1,Leicester City,63,"31,351",Hugo Lloris,3-4-3,Michael Oliver,https://fbref.com/en/matches/770b5cd3/Leicester-City-Tottenham-Hotspur-May-18-2017-Premier-League,
52,2017-05-21,15:00 ,Premier League,Matchweek 38,Sun,Away,W,7,1,Hull City,65,"23,804",Hugo Lloris,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/966fe8c9/Hull-City-Tottenham-Hotspur-May-21-2017-Premier-League,
