,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-13,15:00 ,Premier League,Matchweek 1,Sat,Away,D,1,1,Everton,58,"39,494",Hugo Lloris,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/fa337038/Everton-Tottenham-Hotspur-August-13-2016-Premier-League,
1,2016-08-20,15:00 ,Premier League,Matchweek 2,Sat,Home,W,1,0,Crystal Palace,57,"31,447",Harry Kane,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/be3e02db/Tottenham-Hotspur-Crystal-Palace-August-20-2016-Premier-League,
2,2016-08-27,12:30 ,Premier League,Matchweek 3,Sat,Home,D,1,1,Liverpool,49,"31,211",Harry Kane,4-2-3-1,Robert Madley,https://fbref.com/en/matches/ec67d2ad/Tottenham-Hotspur-Liverpool-August-27-2016-Premier-League,
3,2016-09-10,15:00 ,Premier League,Matchweek 4,Sat,Away,W,4,0,Stoke City,60,"27,385",Hugo Lloris,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/d27f6889/Stoke-City-Tottenham-Hotspur-September-10-2016-Premier-League,
5,2016-09-18,16:30 ,Premier League,Matchweek 5,Sun,Home,W,1,0,Sunderland,74,"31,251",Hugo Lloris,4-2-3-1,Mike Dean,https://fbref.com/en/matches/53afbf61/Tottenham-Hotspur-Sunderland-September-18-2016-Premier-League,
7,2016-09-24,15:00 ,Premier League,Matchweek 6,Sat,Away,W,2,1,Middlesbrough,58,"32,703",Hugo Lloris,4-3-3,Graham Scott,https://fbref.com/en/matches/4f2d1718/Middlesbrough-Tottenham-Hotspur-September-24-2016-Premier-League,
9,2016-10-02,14:15 ,Premier League,Matchweek 7,Sun,Home,W,2,0,Manchester City,42,"31,793",Hugo Lloris,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/5ab0e5e9/Tottenham-Hotspur-Manchester-City-October-2-2016-Premier-League,
10,2016-10-15,15:00 ,Premier League,Matchweek 8,Sat,Away,D,1,1,West Brom,72,"24,263",Hugo Lloris,4-1-4-1,Kevin Friend,https://fbref.com/en/matches/54c86a39/West-Bromwich-Albion-Tottenham-Hotspur-October-15-2016-Premier-League,
12,2016-10-22,12:30 ,Premier League,Matchweek 9,Sat,Away,D,0,0,Bournemouth,62,"11,201",Hugo Lloris,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/363016a7/Bournemouth-Tottenham-Hotspur-October-22-2016-Premier-League,
14,2016-10-29,15:00 ,Premier League,Matchweek 10,Sat,Home,D,1,1,Leicester City,64,"31,868",Hugo Lloris,4-2-3-1,Robert Madley,https://fbref.com/en/matches/d2cfe4bc/Tottenham-Hotspur-Leicester-City-October-29-2016-Premier-League,
16,2016-11-06,12:00 ,Premier League,Matchweek 11,Sun,Away,D,1,1,Arsenal,54,"60,039",Hugo Lloris,3-4-3,Mark Clattenburg,https://fbref.com/en/matches/61ae4b5a/North-London-Derby-Arsenal-Tottenham-Hotspur-November-6-2016-Premier-League,
17,2016-11-19,17:30 ,Premier League,Matchweek 12,Sat,Home,W,3,2,West Ham,67,"31,212",Hugo Lloris,4-3-1-2,Mike Dean,https://fbref.com/en/matches/3a889261/Tottenham-Hotspur-West-Ham-United-November-19-2016-Premier-League,
19,2016-11-26,17:30 ,Premier League,Matchweek 13,Sat,Away,L,1,2,Chelsea,54,"41,513",Hugo Lloris,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/c517e87a/Chelsea-Tottenham-Hotspur-November-26-2016-Premier-League,
20,2016-12-03,15:00 ,Premier League,Matchweek 14,Sat,Home,W,5,0,Swansea City,60,"31,663",Harry Kane,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/eb48183a/Tottenham-Hotspur-Swansea-City-December-3-2016-Premier-League,
22,2016-12-11,14:15 ,Premier League,Matchweek 15,Sun,Away,L,0,1,Manchester Utd,60,"75,271",Hugo Lloris,4-2-3-1,Robert Madley,https://fbref.com/en/matches/ede5d284/Manchester-United-Tottenham-Hotspur-December-11-2016-Premier-League,
23,2016-12-14,20:00 ,Premier League,Matchweek 16,Wed,Home,W,3,0,Hull City,63,"31,347",Hugo Lloris,3-4-3◆,Andre Marriner,https://fbref.com/en/matches/98819322/Tottenham-Hotspur-Hull-City-December-14-2016-Premier-League,
24,2016-12-18,16:00 ,Premier League,Matchweek 17,Sun,Home,W,2,1,Burnley,60,"31,467",Hugo Lloris,4-3-2-1,Kevin Friend,https://fbref.com/en/matches/bbc3a7b4/Tottenham-Hotspur-Burnley-December-18-2016-Premier-League,
25,2016-12-28,19:45 ,Premier League,Matchweek 18,Wed,Away,W,4,1,Southampton,66,"31,853",Hugo Lloris,4-2-3-1,Mike Dean,https://fbref.com/en/matches/766a29a9/Southampton-Tottenham-Hotspur-December-28-2016-Premier-League,
26,2017-01-01,13:30 ,Premier League,Matchweek 19,Sun,Away,W,4,1,Watford,66,"20,882",Hugo Lloris,3-1-4-2,Michael Oliver,https://fbref.com/en/matches/3a95bef3/Watford-Tottenham-Hotspur-January-1-2017-Premier-League,
27,2017-01-04,20:00 ,Premier League,Matchweek 20,Wed,Home,W,2,0,Chelsea,46,"31,491",Hugo Lloris,3-4-3,Martin Atkinson,https://fbref.com/en/matches/3b4b1341/Tottenham-Hotspur-Chelsea-January-4-2017-Premier-League,
29,2017-01-14,12:30 ,Premier League,Matchweek 21,Sat,Home,W,4,0,West Brom,73,"31,613",Hugo Lloris,3-4-3,Anthony Taylor,https://fbref.com/en/matches/482a100b/Tottenham-Hotspur-West-Bromwich-Albion-January-14-2017-Premier-League,
30,2017-01-21,17:30 ,Premier League,Matchweek 22,Sat,Away,D,2,2,Manchester City,45,"54,402",Hugo Lloris,3-4-3,Andre Marriner,https://fbref.com/en/matches/4dd8b1ea/Manchester-City-Tottenham-Hotspur-January-21-2017-Premier-League,
32,2017-01-31,19:45 ,Premier League,Matchweek 23,Tue,Away,D,0,0,Sunderland,72,"40,058",Harry Kane,4-2-3-1,Lee Mason,https://fbref.com/en/matches/0ce1d380/Sunderland-Tottenham-Hotspur-January-31-2017-Premier-League,
33,2017-02-04,17:30 ,Premier League,Matchweek 24,Sat,Home,W,1,0,Middlesbrough,65,"31,949",Hugo Lloris,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/2be92889/Tottenham-Hotspur-Middlesbrough-February-4-2017-Premier-League,
34,2017-02-11,17:30 ,Premier League,Matchweek 25,Sat,Away,L,0,2,Liverpool,49,"53,159",Hugo Lloris,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/4f08e940/Liverpool-Tottenham-Hotspur-February-11-2017-Premier-League,
