,num,joueur
0,1,David de Gea
1,4,Phil Jones
2,5,Marcos Rojo
3,7,Ángel Di María
4,9,Radamel Falcao
5,10,Wayne Rooney
6,11,Adnan Januzaj
7,17,Daley Blind
8,20,Robin van Persie
9,23,Luke Shaw
10,25,Antonio Valencia
