,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Odsonne Édouard,22.0,fr FRA,FW,24-094,90,0,0,0,2,0,1,0,0,2,0,0,0,6,7,6,53.8
1,Wilfried Zaha,11.0,ci CIV,"LW,AM",29-161,90,0,0,0,0,4,2,1,0,0,0,0,0,6,0,2,0.0
2,Michael Olise,7.0,fr FRA,RW,20-129,39,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,
3,Jordan Ayew,9.0,gh GHA,"AM,RW",30-221,51,0,0,0,1,0,0,4,0,1,0,0,0,2,0,3,0.0
4,Conor Gallagher,23.0,eng ENG,AM,22-073,59,1,0,0,2,1,0,1,0,1,0,0,0,1,0,1,0.0
5,Jean-Philippe Mateta,14.0,fr FRA,FW,24-296,31,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,50.0
6,Jeffrey Schlupp,15.0,gh GHA,DM,29-118,90,0,0,0,2,1,0,0,0,2,0,0,0,6,2,1,66.7
7,Cheikhou Kouyaté,8.0,sn SEN,DM,32-120,59,0,0,0,0,2,0,0,2,1,0,0,0,3,1,1,50.0
8,James McArthur,18.0,sct SCO,DM,34-195,31,0,0,0,2,1,0,4,1,0,0,0,0,2,2,1,66.7
9,Tyrick Mitchell,3.0,eng ENG,LB,22-231,90,0,0,0,0,0,0,6,2,1,0,0,0,7,2,2,50.0
10,Marc Guéhi,6.0,eng ENG,CB,21-281,90,0,0,0,0,2,0,0,1,0,0,0,0,8,4,1,80.0
11,Joachim Andersen,16.0,dk DEN,CB,25-324,90,0,0,0,2,1,0,0,0,2,0,0,0,6,1,2,33.3
12,Nathaniel Clyne,17.0,eng ENG,RB,31-015,90,0,0,0,1,0,0,3,0,0,0,0,0,5,0,0,
13,Vicente Guaita,13.0,es ESP,GK,35-100,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
14,14 Players,,,,,990,1,0,0,12,12,3,21,7,10,0,0,0,54,20,21,48.8
