,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Patrick Bamford,9.0,eng ENG,FW,28-189,45,0,0,0,0,2,0,0,0,12,0,0,1,0.4,0.4,0.4,1,0,6,8,75.0,1,8,1,0,0
1,Jack Harrison,22.0,eng ENG,"LW,AM",25-113,45,0,0,0,0,2,1,1,0,39,4,0,3,0.1,0.1,0.0,2,0,11,21,52.4,0,22,1,1,1
2,Raphinha,10.0,br BRA,"LW,RW,AM",25-089,90,0,1,0,0,3,1,0,0,64,1,2,2,0.6,0.6,1.4,8,2,32,47,68.1,10,35,4,6,4
3,Daniel James,20.0,wls WAL,"FW,RW",24-123,90,0,1,0,0,1,1,1,0,31,0,0,0,0.0,0.0,0.1,0,0,13,21,61.9,2,20,6,0,0
4,Rodrigo,19.0,es ESP,"AM,FW",31-007,59,1,0,0,0,1,1,0,0,41,1,0,3,0.1,0.1,0.1,1,0,29,34,85.3,6,18,1,0,0
5,Robin Koch,5.0,de GER,DM,25-239,31,0,0,0,0,0,0,0,0,17,0,1,1,0.0,0.0,0.0,0,0,8,12,66.7,1,8,0,0,0
6,Adam Forshaw,4.0,eng ENG,DM,30-156,90,0,0,0,0,0,0,0,0,60,5,1,2,0.0,0.0,0.0,1,0,41,49,83.7,7,31,2,0,0
7,Mateusz Klich,43.0,pl POL,"DM,AM",31-273,89,0,0,0,0,0,0,0,0,60,5,0,1,0.0,0.0,0.1,1,0,39,47,83.0,4,28,1,4,2
8,Joe Gelhardt,30.0,eng ENG,AM,19-313,1,1,0,0,0,1,1,0,0,5,0,0,0,0.9,0.9,0.0,0,0,2,4,50.0,1,2,0,0,0
9,Stuart Dallas,15.0,nir NIR,LB,30-328,90,0,0,0,0,0,0,0,0,78,0,5,1,0.0,0.0,0.2,2,0,54,71,76.1,7,37,5,2,0
10,Pascal Struijk,21.0,nl NED,CB,22-214,90,0,0,0,0,3,2,0,0,57,3,1,3,0.5,0.5,0.0,1,0,33,44,75.0,1,27,0,0,0
11,Diego Llorente,14.0,es ESP,CB,28-209,90,0,0,0,0,0,0,0,0,53,3,2,3,0.0,0.0,0.0,0,0,29,36,80.6,3,27,1,1,0
12,Luke Ayling,2.0,eng ENG,RB,30-200,90,0,0,0,0,0,0,1,0,62,6,2,1,0.0,0.0,0.0,1,0,35,51,68.6,5,35,3,2,2
13,Illan Meslier,1.0,fr FRA,GK,22-011,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,18,30,60.0,0,16,0,0,0
14,14 Players,,,,,990,2,2,0,0,13,7,3,0,611,28,14,21,2.7,2.7,2.4,18,2,350,475,73.7,48,314,25,16,9
