,team,matchweek,Match Report
0,Arsenal-Stats,Matchweek 1,https://fbref.com/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League
1,Arsenal-Stats,Matchweek 2,https://fbref.com/en/matches/ff7eda21/Arsenal-Burnley-August-17-2019-Premier-League
2,Arsenal-Stats,Matchweek 3,https://fbref.com/en/matches/102b241e/Liverpool-Arsenal-August-24-2019-Premier-League
3,Arsenal-Stats,Matchweek 4,https://fbref.com/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League
4,Arsenal-Stats,Matchweek 5,https://fbref.com/en/matches/8257eda8/Watford-Arsenal-September-15-2019-Premier-League
5,Arsenal-Stats,Matchweek 6,https://fbref.com/en/matches/d5fa0563/Arsenal-Aston-Villa-September-22-2019-Premier-League
6,Arsenal-Stats,Matchweek 7,https://fbref.com/en/matches/ce7501cd/Manchester-United-Arsenal-September-30-2019-Premier-League
7,Arsenal-Stats,Matchweek 8,https://fbref.com/en/matches/9575566f/Arsenal-Bournemouth-October-6-2019-Premier-League
8,Arsenal-Stats,Matchweek 9,https://fbref.com/en/matches/f63044fd/Sheffield-United-Arsenal-October-21-2019-Premier-League
9,Arsenal-Stats,Matchweek 10,https://fbref.com/en/matches/077b30ff/Arsenal-Crystal-Palace-October-27-2019-Premier-League
10,Arsenal-Stats,Matchweek 11,https://fbref.com/en/matches/a3427b2c/Arsenal-Wolverhampton-Wanderers-November-2-2019-Premier-League
11,Arsenal-Stats,Matchweek 12,https://fbref.com/en/matches/8e13e609/Leicester-City-Arsenal-November-9-2019-Premier-League
12,Arsenal-Stats,Matchweek 13,https://fbref.com/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League
13,Arsenal-Stats,Matchweek 14,https://fbref.com/en/matches/39fce32e/Norwich-City-Arsenal-December-1-2019-Premier-League
14,Arsenal-Stats,Matchweek 15,https://fbref.com/en/matches/372828cb/Arsenal-Brighton-and-Hove-Albion-December-5-2019-Premier-League
15,Arsenal-Stats,Matchweek 16,https://fbref.com/en/matches/a48c4638/West-Ham-United-Arsenal-December-9-2019-Premier-League
16,Arsenal-Stats,Matchweek 17,https://fbref.com/en/matches/bed05936/Arsenal-Manchester-City-December-15-2019-Premier-League
17,Arsenal-Stats,Matchweek 18,https://fbref.com/en/matches/b9d1d1a7/Everton-Arsenal-December-21-2019-Premier-League
18,Arsenal-Stats,Matchweek 19,https://fbref.com/en/matches/5b1ecf02/Bournemouth-Arsenal-December-26-2019-Premier-League
19,Arsenal-Stats,Matchweek 20,https://fbref.com/en/matches/850e18c6/North-West-London-Derby-Arsenal-Chelsea-December-29-2019-Premier-League
20,Arsenal-Stats,Matchweek 21,https://fbref.com/en/matches/f6b7d570/Arsenal-Manchester-United-January-1-2020-Premier-League
21,Arsenal-Stats,Matchweek 22,https://fbref.com/en/matches/e1fdc1f9/Crystal-Palace-Arsenal-January-11-2020-Premier-League
22,Arsenal-Stats,Matchweek 23,https://fbref.com/en/matches/0333a4b6/Arsenal-Sheffield-United-January-18-2020-Premier-League
23,Arsenal-Stats,Matchweek 24,https://fbref.com/en/matches/38d058ad/North-West-London-Derby-Chelsea-Arsenal-January-21-2020-Premier-League
24,Arsenal-Stats,Matchweek 25,https://fbref.com/en/matches/a6b40849/Burnley-Arsenal-February-2-2020-Premier-League
25,Arsenal-Stats,Matchweek 26,https://fbref.com/en/matches/6ce374b0/Arsenal-Newcastle-United-February-16-2020-Premier-League
26,Arsenal-Stats,Matchweek 27,https://fbref.com/en/matches/485003ed/Arsenal-Everton-February-23-2020-Premier-League
27,Arsenal-Stats,Matchweek 29,https://fbref.com/en/matches/bf382825/Arsenal-West-Ham-United-March-7-2020-Premier-League
28,Arsenal-Stats,Matchweek 28,https://fbref.com/en/matches/5825b217/Manchester-City-Arsenal-June-17-2020-Premier-League
29,Arsenal-Stats,Matchweek 30,https://fbref.com/en/matches/1abcdcde/Brighton-and-Hove-Albion-Arsenal-June-20-2020-Premier-League
30,Arsenal-Stats,Matchweek 31,https://fbref.com/en/matches/38757aa1/Southampton-Arsenal-June-25-2020-Premier-League
