,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Sergio Agüero,10.0,ar ARG,FW,30-127,65,12,11,1,0,0,0,1,0,0,0,0,0,7,0,0
1,Gabriel Jesus,33.0,br BRA,FW,21-187,25,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
2,Raheem Sterling,7.0,eng ENG,LW,23-303,75,28,26,2,0,0,0,2,0,2,0,1,0,24,0,1
3,Leroy Sané,19.0,de GER,LW,22-269,15,8,7,1,0,0,0,0,1,0,0,0,0,6,0,1
4,Riyad Mahrez,26.0,dz ALG,RW,27-228,90,49,44,5,2,1,1,2,1,2,1,1,0,31,0,2
5,David Silva,21.0,es ESP,AM,32-272,90,50,46,2,0,0,0,3,0,2,0,2,0,37,2,0
6,Fernandinho,25.0,br BRA,DM,33-156,90,52,50,2,2,0,0,0,0,0,0,0,0,42,0,0
7,Bernardo Silva,20.0,pt POR,DM,24-058,90,60,57,2,1,0,2,0,1,0,0,0,0,51,1,0
8,Benjamin Mendy,22.0,fr FRA,LB,24-082,90,72,59,13,2,0,0,3,11,0,0,0,0,50,0,2
9,Aymeric Laporte,14.0,es ESP,CB,24-133,90,62,61,1,1,0,1,0,0,0,0,0,0,52,0,0
10,John Stones,5.0,eng ENG,CB,24-132,90,80,79,1,1,0,0,0,0,0,0,0,0,78,0,0
11,Kyle Walker,2.0,eng ENG,RB,28-132,90,53,48,4,0,0,0,1,4,0,0,0,0,46,1,0
12,Ederson,31.0,br BRA,GK,25-051,90,40,27,12,2,0,0,0,0,0,0,0,0,33,1,1
13,13 Players,,,,,990,570,519,46,11,1,4,12,18,6,1,4,0,460,5,7
