,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2016-08-15,20:00 ,Premier League,Matchweek 1,Mon,Home,W,2,1,West Ham,62,"41,521",John Terry,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/d2f7199a/Chelsea-West-Ham-United-August-15-2016-Premier-League,
1,2016-08-20,15:00 ,Premier League,Matchweek 2,Sat,Away,W,2,1,Watford,62,"20,772",John Terry,4-1-4-1,Jonathan Moss,https://fbref.com/en/matches/f82b8b32/Watford-Chelsea-August-20-2016-Premier-League,
3,2016-08-27,15:00 ,Premier League,Matchweek 3,Sat,Home,W,3,0,Burnley,60,"41,607",John Terry,4-1-4-1,Mark Clattenburg,https://fbref.com/en/matches/6069ad6a/Chelsea-Burnley-August-27-2016-Premier-League,
4,2016-09-11,16:00 ,Premier League,Matchweek 4,Sun,Away,D,2,2,Swansea City,55,"20,865",John Terry,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/45194140/Swansea-City-Chelsea-September-11-2016-Premier-League,
5,2016-09-16,20:00 ,Premier League,Matchweek 5,Fri,Home,L,1,2,Liverpool,53,"41,514",Branislav Ivanović,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/a44af6cd/Chelsea-Liverpool-September-16-2016-Premier-League,
7,2016-09-24,17:30 ,Premier League,Matchweek 6,Sat,Away,L,0,3,Arsenal,51,"60,028",Branislav Ivanović,4-1-4-1,Michael Oliver,https://fbref.com/en/matches/61b1eca2/North-West-London-Derby-Arsenal-Chelsea-September-24-2016-Premier-League,
8,2016-10-01,15:00 ,Premier League,Matchweek 7,Sat,Away,W,2,0,Hull City,59,"21,257",Gary Cahill,3-4-3,Anthony Taylor,https://fbref.com/en/matches/7fd22ed1/Hull-City-Chelsea-October-1-2016-Premier-League,
9,2016-10-15,12:30 ,Premier League,Matchweek 8,Sat,Home,W,3,0,Leicester City,55,"41,547",Gary Cahill,3-4-3,Andre Marriner,https://fbref.com/en/matches/e86f5c45/Chelsea-Leicester-City-October-15-2016-Premier-League,
10,2016-10-23,16:00 ,Premier League,Matchweek 9,Sun,Home,W,4,0,Manchester Utd,44,"41,424",Gary Cahill,3-4-3,Martin Atkinson,https://fbref.com/en/matches/223aa43a/Chelsea-Manchester-United-October-23-2016-Premier-League,
12,2016-10-30,16:00 ,Premier League,Matchweek 10,Sun,Away,W,2,0,Southampton,45,"31,827",Gary Cahill,3-4-3,Mike Jones,https://fbref.com/en/matches/2919591b/Southampton-Chelsea-October-30-2016-Premier-League,
13,2016-11-05,17:30 ,Premier League,Matchweek 11,Sat,Home,W,5,0,Everton,60,"41,429",Gary Cahill,3-4-3,Robert Madley,https://fbref.com/en/matches/250a2859/Chelsea-Everton-November-5-2016-Premier-League,
14,2016-11-20,16:00 ,Premier League,Matchweek 12,Sun,Away,W,1,0,Middlesbrough,58,"32,704",Gary Cahill,3-4-3,Jonathan Moss,https://fbref.com/en/matches/ecb3a442/Middlesbrough-Chelsea-November-20-2016-Premier-League,
15,2016-11-26,17:30 ,Premier League,Matchweek 13,Sat,Home,W,2,1,Tottenham,46,"41,513",Gary Cahill,3-4-3,Michael Oliver,https://fbref.com/en/matches/c517e87a/Chelsea-Tottenham-Hotspur-November-26-2016-Premier-League,
16,2016-12-03,12:30 ,Premier League,Matchweek 14,Sat,Away,W,3,1,Manchester City,39,"54,457",Gary Cahill,3-4-3,Anthony Taylor,https://fbref.com/en/matches/6076e3fa/Manchester-City-Chelsea-December-3-2016-Premier-League,
17,2016-12-11,12:00 ,Premier League,Matchweek 15,Sun,Home,W,1,0,West Brom,67,"41,622",Gary Cahill,3-4-3,Mike Dean,https://fbref.com/en/matches/4dfbb8d4/Chelsea-West-Bromwich-Albion-December-11-2016-Premier-League,
18,2016-12-14,19:45 ,Premier League,Matchweek 16,Wed,Away,W,1,0,Sunderland,66,"41,008",Gary Cahill,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/03794a81/Sunderland-Chelsea-December-14-2016-Premier-League,
19,2016-12-17,12:30 ,Premier League,Matchweek 17,Sat,Away,W,1,0,Crystal Palace,47,"25,259",Gary Cahill,3-4-3,Jonathan Moss,https://fbref.com/en/matches/613249e9/Crystal-Palace-Chelsea-December-17-2016-Premier-League,
20,2016-12-26,15:00 ,Premier League,Matchweek 18,Mon,Home,W,3,0,Bournemouth,44,"41,384",Gary Cahill,3-4-3,Mike Jones,https://fbref.com/en/matches/06033702/Chelsea-Bournemouth-December-26-2016-Premier-League,
21,2016-12-31,15:00 ,Premier League,Matchweek 19,Sat,Home,W,4,2,Stoke City,60,"41,601",Gary Cahill,3-4-3,Robert Madley,https://fbref.com/en/matches/189c4fc2/Chelsea-Stoke-City-December-31-2016-Premier-League,
22,2017-01-04,20:00 ,Premier League,Matchweek 20,Wed,Away,L,0,2,Tottenham,55,"31,491",Gary Cahill,3-4-3,Martin Atkinson,https://fbref.com/en/matches/3b4b1341/Tottenham-Hotspur-Chelsea-January-4-2017-Premier-League,
24,2017-01-14,17:30 ,Premier League,Matchweek 21,Sat,Away,W,3,0,Leicester City,65,"32,066",Gary Cahill,3-4-3,Andre Marriner,https://fbref.com/en/matches/ddf67e77/Leicester-City-Chelsea-January-14-2017-Premier-League,
25,2017-01-22,16:30 ,Premier League,Matchweek 22,Sun,Home,W,2,0,Hull City,53,"41,605",Gary Cahill,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/028caf73/Chelsea-Hull-City-January-22-2017-Premier-League,
27,2017-01-31,20:00 ,Premier League,Matchweek 23,Tue,Away,D,1,1,Liverpool,38,"53,157",Gary Cahill,3-4-3,Mark Clattenburg,https://fbref.com/en/matches/88d45505/Liverpool-Chelsea-January-31-2017-Premier-League,
28,2017-02-04,12:30 ,Premier League,Matchweek 24,Sat,Home,W,3,1,Arsenal,42,"41,490",Gary Cahill,3-4-3,Martin Atkinson,https://fbref.com/en/matches/748207ea/North-West-London-Derby-Chelsea-Arsenal-February-4-2017-Premier-League,
29,2017-02-12,13:30 ,Premier League,Matchweek 25,Sun,Away,D,1,1,Burnley,71,"21,744",Gary Cahill,3-4-3,Kevin Friend,https://fbref.com/en/matches/3b1a2aaa/Burnley-Chelsea-February-12-2017-Premier-League,
31,2017-02-25,15:00 ,Premier League,Matchweek 26,Sat,Home,W,3,1,Swansea City,66,"41,612",Gary Cahill,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/1560b386/Chelsea-Swansea-City-February-25-2017-Premier-League,
32,2017-03-06,20:00 ,Premier League,Matchweek 27,Mon,Away,W,2,1,West Ham,48,"56,984",Gary Cahill,3-4-3,Andre Marriner,https://fbref.com/en/matches/5df46c2e/West-Ham-United-Chelsea-March-6-2017-Premier-League,
34,2017-03-18,15:00 ,Premier League,Matchweek 29,Sat,Away,W,2,1,Stoke City,64,"27,724",Gary Cahill,3-4-3,Anthony Taylor,https://fbref.com/en/matches/8236f1ea/Stoke-City-Chelsea-March-18-2017-Premier-League,
35,2017-04-01,15:00 ,Premier League,Matchweek 30,Sat,Home,L,1,2,Crystal Palace,73,"41,489",Gary Cahill,3-5-1-1,Craig Pawson,https://fbref.com/en/matches/ec549f90/Chelsea-Crystal-Palace-April-1-2017-Premier-League,
36,2017-04-05,20:00 ,Premier League,Matchweek 31,Wed,Home,W,2,1,Manchester City,40,"41,528",Gary Cahill,3-4-3,Mike Dean,https://fbref.com/en/matches/ef6fa9d9/Chelsea-Manchester-City-April-5-2017-Premier-League,
