,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nicklas Bendtner,,dk DEN,FW,23-048,90,0,0,0,,,,0,0,,,,,,,0,,
1,Andrey Arshavin,,ru RUS,"FW,MF",29-280,90,0,0,0,,,,0,0,,,,,,,0,,
2,Samir Nasri,,fr FRA,"FW,MF",23-252,90,0,0,0,,,,1,0,,,,,,,0,,
3,Abou Diaby,,fr FRA,MF,24-298,76,0,0,0,,,,0,0,,,,,,,0,,
4,Tomáš Rosický,,cz CZE,MF,30-152,14,0,0,0,,,,0,0,,,,,,,0,,
5,Denílson,,br BRA,MF,23-017,60,0,0,0,,,,0,0,,,,,,,0,,
6,Marouane Chamakh,,ma MAR,FW,27-054,30,0,0,0,,,,0,0,,,,,,,0,,
7,Jack Wilshere,,eng ENG,MF,19-063,90,0,0,0,,,,1,0,,,,,,,0,,
8,Gaël Clichy,,fr FRA,DF,25-222,90,0,0,0,,,,0,0,,,,,,,0,,
9,Laurent Koscielny,,fr FRA,DF,25-176,90,0,0,0,,,,1,0,,,,,,,0,,
10,Johan Djourou,,ch SUI,DF,24-046,90,0,0,0,,,,0,0,,,,,,,0,,
11,Bacary Sagna,,fr FRA,DF,28-019,90,0,0,0,,,,0,0,,,,,,,0,,
12,Wojciech Szczęsny,,pl POL,GK,20-321,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,0,0,0,,,,3,0,,,,,,,0,,
