,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Dominic Solanke,9.0,eng ENG,FW,25-024,89,12,15,80.0,154,25,7,8,87.5,5,5,100.0,0,0,,1,0.4,0.3,1,1,0,0,1
1,Kieffer Moore,21.0,wls WAL,FW,30-061,1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
2,Philip Billing,29.0,dk DEN,FW,26-119,76,30,33,90.9,383,57,17,18,94.4,8,9,88.9,1,1,100.0,0,0.1,0.3,1,0,1,0,3
3,Jaidon Anthony,32.0,eng ENG,FW,22-311,14,2,4,50.0,15,2,2,4,50.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
4,Marcus Tavernier,16.0,eng ENG,LM,23-200,90,38,50,76.0,633,190,24,28,85.7,10,13,76.9,3,6,50.0,0,0.0,0.1,0,2,1,0,2
5,Jefferson Lerma,8.0,co COL,CM,27-348,90,49,56,87.5,824,328,21,22,95.5,19,20,95.0,6,9,66.7,0,0.0,0.1,1,8,0,0,4
6,Lewis Cook,4.0,eng ENG,CM,25-247,90,29,39,74.4,463,121,16,17,94.1,12,14,85.7,1,4,25.0,0,0.2,0.2,2,3,2,1,6
7,Ryan Christie,10.0,sct SCO,RM,27-228,90,32,39,82.1,443,75,15,17,88.2,11,13,84.6,2,3,66.7,0,0.0,0.0,0,3,0,0,3
8,Adam Smith,15.0,eng ENG,LB,31-162,90,34,39,87.2,622,231,11,12,91.7,20,21,95.2,3,6,50.0,0,0.0,0.0,0,3,2,0,5
9,Marcos Senesi,25.0,ar ARG,CB,25-151,90,50,56,89.3,1034,410,7,7,100.0,39,40,97.5,4,7,57.1,0,0.0,0.0,0,5,0,0,4
10,Chris Mepham,6.0,wls WAL,CB,24-337,90,55,61,90.2,985,330,22,22,100.0,28,31,90.3,4,6,66.7,0,0.0,0.0,0,2,0,0,1
11,Ryan Fredericks,2.0,eng ENG,RB,29-363,71,32,47,68.1,460,75,16,21,76.2,15,21,71.4,0,2,0.0,0,0.0,0.0,0,0,1,0,4
12,Jack Stacey,17.0,eng ENG,RB,26-185,19,10,13,76.9,151,86,6,6,100.0,3,5,60.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
13,Neto,13.0,br BRA,GK,33-081,90,16,27,59.3,476,366,3,3,100.0,6,6,100.0,7,18,38.9,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,389,479,81.2,6643,2296,167,185,90.3,176,198,88.9,32,63,50.8,1,0.7,0.9,5,28,7,1,34
