,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
34,2023-03-04,15:00 ,Premier League,Matchweek 26,Sat,Home,W,3,2,Bournemouth,2.1,1.3,79,"60,222",Martin Ødegaard,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/3e9a33fc/Arsenal-Bournemouth-March-4-2023-Premier-League,
36,2023-03-12,14:00 ,Premier League,Matchweek 27,Sun,Away,W,3,0,Fulham,2.3,0.8,55,"24,426",Martin Ødegaard,4-3-3,David Coote,https://fbref.com/en/matches/d238973c/Fulham-Arsenal-March-12-2023-Premier-League,
38,2023-03-19,14:00 ,Premier League,Matchweek 28,Sun,Home,W,4,1,Crystal Palace,1.6,0.8,62,"60,247",Martin Ødegaard,4-3-3,Stuart Attwell,https://fbref.com/en/matches/98e0de00/Arsenal-Crystal-Palace-March-19-2023-Premier-League,
39,2023-04-01,15:00 ,Premier League,Matchweek 29,Sat,Home,W,4,1,Leeds United,3.8,0.7,66,"60,283",Martin Ødegaard,4-3-3,Darren England,https://fbref.com/en/matches/2e4383ca/Arsenal-Leeds-United-April-1-2023-Premier-League,
40,2023-04-09,16:30 ,Premier League,Matchweek 30,Sun,Away,D,2,2,Liverpool,1.4,3.9,41,"53,267",Martin Ødegaard,4-3-3,Paul Tierney,https://fbref.com/en/matches/f3774baa/Liverpool-Arsenal-April-9-2023-Premier-League,
41,2023-04-16,14:00 ,Premier League,Matchweek 31,Sun,Away,D,2,2,West Ham,2.7,1.8,70,"62,481",Martin Ødegaard,4-3-3,David Coote,https://fbref.com/en/matches/3120ba0d/West-Ham-United-Arsenal-April-16-2023-Premier-League,
42,2023-04-21,20:00 ,Premier League,Matchweek 32,Fri,Home,D,3,3,Southampton,2.5,1.3,74,"60,175",Martin Ødegaard,4-3-3,Simon Hooper,https://fbref.com/en/matches/12efc7dd/Arsenal-Southampton-April-21-2023-Premier-League,
43,2023-04-26,20:00 ,Premier League,Matchweek 33,Wed,Away,L,1,4,Manchester City,0.5,2.5,48,"53,482",Martin Ødegaard,4-3-3,Michael Oliver,https://fbref.com/en/matches/00a73645/Manchester-City-Arsenal-April-26-2023-Premier-League,
44,2023-05-02,20:00 ,Premier League,Matchweek 34,Tue,Home,W,3,1,Chelsea,1.7,0.8,55,"60,144",Martin Ødegaard,4-3-3,Robert Jones,https://fbref.com/en/matches/2d551ff5/North-West-London-Derby-Arsenal-Chelsea-May-2-2023-Premier-League,
45,2023-05-07,16:30 ,Premier League,Matchweek 35,Sun,Away,W,2,0,Newcastle Utd,1.3,1.3,45,"50,267",Martin Ødegaard,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/9bb3a778/Newcastle-United-Arsenal-May-7-2023-Premier-League,
46,2023-05-14,16:30 ,Premier League,Matchweek 36,Sun,Home,L,0,3,Brighton,0.9,1.7,41,"60,139",Martin Ødegaard,4-3-3,Andy Madley,https://fbref.com/en/matches/dc6fb985/Arsenal-Brighton-and-Hove-Albion-May-14-2023-Premier-League,
47,2023-05-20,17:30 ,Premier League,Matchweek 37,Sat,Away,L,0,1,Nott'ham Forest,0.6,0.6,81,"29,514",Martin Ødegaard,4-3-3,Anthony Taylor,https://fbref.com/en/matches/9a2ea2b3/Nottingham-Forest-Arsenal-May-20-2023-Premier-League,
48,2023-05-28,16:30 ,Premier League,Matchweek 38,Sun,Home,W,5,0,Wolves,2.8,0.5,51,"60,095",Martin Ødegaard,4-3-3,Andre Marriner,https://fbref.com/en/matches/71d5bd41/Arsenal-Wolverhampton-Wanderers-May-28-2023-Premier-League,
