,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-05,20:00 ,Premier League,Matchweek 1,Fri,Away,W,2,0,Crystal Palace,1.0,1.2,44,"25,286",Martin Ødegaard,4-3-3,Anthony Taylor,https://fbref.com/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League,
1,2022-08-13,15:00 ,Premier League,Matchweek 2,Sat,Home,W,4,2,Leicester City,2.7,0.5,50,"60,033",Martin Ødegaard,4-3-3,Darren England,https://fbref.com/en/matches/7483b97f/Arsenal-Leicester-City-August-13-2022-Premier-League,
2,2022-08-20,17:30 ,Premier League,Matchweek 3,Sat,Away,W,3,0,Bournemouth,1.3,0.3,57,"10,423",Martin Ødegaard,4-3-3,Craig Pawson,https://fbref.com/en/matches/7f11dd9e/Bournemouth-Arsenal-August-20-2022-Premier-League,
3,2022-08-27,17:30 ,Premier League,Matchweek 4,Sat,Home,W,2,1,Fulham,2.6,0.8,71,"60,164",Martin Ødegaard,4-3-3,Jarred Gillett,https://fbref.com/en/matches/8b69fd2d/Arsenal-Fulham-August-27-2022-Premier-League,
4,2022-08-31,19:30 ,Premier League,Matchweek 5,Wed,Home,W,2,1,Aston Villa,2.4,0.4,59,"60,012",Martin Ødegaard,4-3-3,Robert Jones,https://fbref.com/en/matches/cc235aad/Arsenal-Aston-Villa-August-31-2022-Premier-League,
5,2022-09-04,16:30 ,Premier League,Matchweek 6,Sun,Away,L,1,3,Manchester Utd,1.3,1.5,60,"73,431",Martin Ødegaard,4-3-3,Paul Tierney,https://fbref.com/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League,
7,2022-09-18,12:00 ,Premier League,Matchweek 8,Sun,Away,W,3,0,Brentford,1.5,0.5,63,"17,122",Granit Xhaka,4-3-3,David Coote,https://fbref.com/en/matches/fd5626e6/Brentford-Arsenal-September-18-2022-Premier-League,
8,2022-10-01,12:30 ,Premier League,Matchweek 9,Sat,Home,W,3,1,Tottenham,2.4,1.6,64,"60,278",Martin Ødegaard,4-3-3,Anthony Taylor,https://fbref.com/en/matches/aefe3b90/North-London-Derby-Arsenal-Tottenham-Hotspur-October-1-2022-Premier-League,
10,2022-10-09,16:30 ,Premier League,Matchweek 10,Sun,Home,W,3,2,Liverpool,2.7,1.1,43,"60,059",Martin Ødegaard,4-3-3,Michael Oliver,https://fbref.com/en/matches/84a48413/Arsenal-Liverpool-October-9-2022-Premier-League,
12,2022-10-16,14:00 ,Premier League,Matchweek 11,Sun,Away,W,1,0,Leeds United,0.5,1.8,53,"36,700",Martin Ødegaard,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/92885cfc/Leeds-United-Arsenal-October-16-2022-Premier-League,
14,2022-10-23,14:00 ,Premier League,Matchweek 13,Sun,Away,D,1,1,Southampton,1.0,0.7,59,"31,145",Martin Ødegaard,4-3-3,Robert Jones,https://fbref.com/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League,
16,2022-10-30,14:00 ,Premier League,Matchweek 14,Sun,Home,W,5,0,Nott'ham Forest,2.3,0.4,69,"60,263",Martin Ødegaard,4-3-3,Simon Hooper,https://fbref.com/en/matches/1b496cc1/Arsenal-Nottingham-Forest-October-30-2022-Premier-League,
18,2022-11-06,12:00 ,Premier League,Matchweek 15,Sun,Away,W,1,0,Chelsea,2.1,0.3,55,"40,142",Martin Ødegaard,4-3-3,Michael Oliver,https://fbref.com/en/matches/af9dc838/North-West-London-Derby-Chelsea-Arsenal-November-6-2022-Premier-League,
20,2022-11-12,19:45 ,Premier League,Matchweek 16,Sat,Away,W,2,0,Wolves,2.1,0.7,62,"34,624",Martin Ødegaard,4-3-3,Stuart Attwell,https://fbref.com/en/matches/863d7a8f/Wolverhampton-Wanderers-Arsenal-November-12-2022-Premier-League,
21,2022-12-26,20:00 ,Premier League,Matchweek 17,Mon,Home,W,3,1,West Ham,2.1,1.0,66,"60,125",Martin Ødegaard,4-3-3,Michael Oliver,https://fbref.com/en/matches/3be32b8b/Arsenal-West-Ham-United-December-26-2022-Premier-League,
22,2022-12-31,17:30 ,Premier League,Matchweek 18,Sat,Away,W,4,2,Brighton,2.9,1.2,32,"31,647",Martin Ødegaard,4-3-3,Anthony Taylor,https://fbref.com/en/matches/dd50a429/Brighton-and-Hove-Albion-Arsenal-December-31-2022-Premier-League,
23,2023-01-03,19:45 ,Premier League,Matchweek 19,Tue,Home,D,0,0,Newcastle Utd,1.1,1.0,66,"60,319",Martin Ødegaard,4-3-3,Andy Madley,https://fbref.com/en/matches/ceebd643/Arsenal-Newcastle-United-January-3-2023-Premier-League,
25,2023-01-15,16:30 ,Premier League,Matchweek 20,Sun,Away,W,2,0,Tottenham,1.8,1.6,49,"61,870",Martin Ødegaard,4-3-3,Craig Pawson,https://fbref.com/en/matches/4fc8b7b2/North-London-Derby-Tottenham-Hotspur-Arsenal-January-15-2023-Premier-League,
26,2023-01-22,16:30 ,Premier League,Matchweek 21,Sun,Home,W,3,2,Manchester Utd,3.1,0.4,57,"60,325",Martin Ødegaard,4-3-3,Anthony Taylor,https://fbref.com/en/matches/1b35bc71/Arsenal-Manchester-United-January-22-2023-Premier-League,
28,2023-02-04,12:30 ,Premier League,Matchweek 22,Sat,Away,L,0,1,Everton,0.9,1.7,70,"39,314",Martin Ødegaard,4-3-3,David Coote,https://fbref.com/en/matches/07fc721a/Everton-Arsenal-February-4-2023-Premier-League,
29,2023-02-11,15:00 ,Premier League,Matchweek 23,Sat,Home,D,1,1,Brentford,1.6,2.0,69,"60,254",Martin Ødegaard,4-3-3,Peter Bankes,https://fbref.com/en/matches/7caa56bc/Arsenal-Brentford-February-11-2023-Premier-League,
30,2023-02-15,19:30 ,Premier League,Matchweek 12,Wed,Home,L,1,3,Manchester City,1.6,1.8,63,"60,276",Martin Ødegaard,4-3-3,Anthony Taylor,https://fbref.com/en/matches/b9da01e6/Arsenal-Manchester-City-February-15-2023-Premier-League,
31,2023-02-18,12:30 ,Premier League,Matchweek 24,Sat,Away,W,4,2,Aston Villa,3.2,0.5,67,"42,066",Martin Ødegaard,4-3-3,Simon Hooper,https://fbref.com/en/matches/e50bfcf8/Aston-Villa-Arsenal-February-18-2023-Premier-League,
32,2023-02-25,15:00 ,Premier League,Matchweek 25,Sat,Away,W,1,0,Leicester City,0.7,0.0,65,"32,227",Oleksandr Zinchenko,4-3-3,Craig Pawson,https://fbref.com/en/matches/145cc0a5/Leicester-City-Arsenal-February-25-2023-Premier-League,
33,2023-03-01,19:45 ,Premier League,Matchweek 7,Wed,Home,W,4,0,Everton,2.6,1.2,73,"60,213",Martin Ødegaard,4-3-3,Michael Oliver,https://fbref.com/en/matches/705a2f3c/Arsenal-Everton-March-1-2023-Premier-League,
