,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Danny Welbeck,18.0,eng ENG,FW,31-268,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
1,Adam Lallana,14.0,eng ENG,FW,34-103,62,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Pervis Estupiñán,30.0,ec ECU,LB,24-212,28,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
3,Moisés Caicedo,25.0,ec ECU,"DM,LM",20-292,90,3,1,1,2,0,0,0,,0,1,0,1,0,3,0,0
4,Alexis Mac Allister,10.0,ar ARG,"DM,CM",23-240,90,2,0,0,2,0,1,1,100.0,0,2,0,2,2,4,1,0
5,Pascal Groß,13.0,de GER,"DM,RM",31-067,90,4,2,1,3,0,0,0,,0,5,1,4,1,5,0,0
6,Leandro Trossard,11.0,be BEL,"WB,LW",27-260,89,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
7,Kaoru Mitoma,22.0,jp JPN,LW,25-093,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
8,Solly March,7.0,eng ENG,"WB,RW",28-032,84,4,1,1,1,2,0,1,0.0,1,1,1,0,0,4,2,0
9,Enock Mwepu,8.0,zm ZAM,RW,24-232,6,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
10,Adam Webster,4.0,eng ENG,CB,27-229,90,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,4,0
11,Lewis Dunk,5.0,eng ENG,CB,30-273,90,0,0,0,0,0,0,1,0.0,1,4,3,1,1,1,3,0
12,Joël Veltman,34.0,nl NED,"CB,RB",30-218,90,3,2,1,1,1,1,1,100.0,0,2,2,0,0,3,6,0
13,Robert Sánchez,1.0,es ESP,GK,24-276,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,17,7,4,10,3,2,6,33.3,4,17,7,10,6,23,19,0
