,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Aleksandar Mitrović,9.0,rs SRB,FW,24-021,90,23,34,67.6,291,18,14,19,73.7,9,12,75.0,0,0,,0,0.1,0.0,3,1,0,0,1
1,André Schürrle,14.0,de GER,LW,27-335,90,19,23,82.6,304,63,11,11,100.0,6,7,85.7,1,1,100.0,0,0.0,0.0,0,1,1,0,2
2,Luciano Vietto,19.0,ar ARG,"RW,AM",24-306,82,25,30,83.3,387,100,12,14,85.7,10,11,90.9,1,2,50.0,1,0.5,0.3,2,2,2,0,8
3,Stefan Johansen,8.0,no NOR,"DM,AM",27-272,8,4,5,80.0,51,37,2,2,100.0,0,1,0.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0
4,Ryan Sessegnon,3.0,eng ENG,"LM,LB",18-142,90,31,43,72.1,519,186,17,18,94.4,11,16,68.8,3,7,42.9,0,0.1,0.1,2,5,2,0,9
5,Jean Seri,24.0,ci CIV,"CM,DM,AM",27-080,90,56,71,78.9,950,171,28,31,90.3,24,32,75.0,4,6,66.7,0,0.0,0.1,2,3,1,1,4
6,Andre-Frank Zambo Anguissa,29.0,cm CMR,"CM,DM",22-325,61,35,41,85.4,532,163,17,18,94.4,15,16,93.8,1,1,100.0,0,0.0,0.0,1,5,0,0,6
7,Kevin McDonald,6.0,sct SCO,DM,29-337,29,17,21,81.0,325,78,9,10,90.0,6,6,100.0,2,5,40.0,0,0.0,0.0,0,2,0,0,3
8,Cyrus Christie,22.0,ie IRL,"RM,RB",26-007,90,37,52,71.2,586,207,19,20,95.0,17,21,81.0,1,9,11.1,0,0.5,0.2,5,1,4,2,5
9,Maxime Le Marchand,20.0,fr FRA,CB,28-361,90,55,61,90.2,992,328,20,20,100.0,30,32,93.8,3,5,60.0,0,0.0,0.0,0,4,0,0,8
10,Tim Ream,13.0,us USA,CB,31-002,53,23,27,85.2,441,162,6,7,85.7,17,18,94.4,0,0,,0,0.0,0.0,0,0,0,0,1
11,Aboubakar Kamara,47.0,mr MTN,RW,23-214,37,6,9,66.7,127,8,2,2,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0,1,0,0,0
12,Denis Odoi,4.0,gh GHA,CB,30-133,90,46,61,75.4,922,340,14,15,93.3,25,30,83.3,6,12,50.0,0,0.0,0.0,1,7,0,0,7
13,Marcus Bettinelli,1.0,eng ENG,GK,26-136,90,27,35,77.1,1024,970,3,3,100.0,10,10,100.0,14,22,63.6,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,404,513,78.8,7451,2831,174,190,91.6,183,216,84.7,38,72,52.8,1,1.3,0.7,16,33,10,3,54
