,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Willian José,12.0,br BRA,FW,29-071,89,0,0,0,0,1,0,1,0,0,1,0,0,1,2,4,33.3
1,Fábio Silva,17.0,pt POR,FW,18-198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2,Pedro Neto,7.0,pt POR,LW,20-330,90,0,0,0,0,0,0,8,0,0,0,0,0,4,1,1,50.0
3,Adama Traoré,37.0,es ESP,RW,25-008,90,0,0,0,1,4,1,7,0,0,0,0,0,3,1,3,25.0
4,Daniel Podence,10.0,pt POR,AM,25-104,61,0,0,0,1,1,0,1,0,1,0,0,0,2,1,0,100.0
5,Vitinha,20.0,pt POR,AM,20-355,29,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
6,João Moutinho,28.0,pt POR,DM,34-147,90,1,0,0,3,0,0,6,1,0,0,0,0,5,1,0,100.0
7,Rúben Neves,8.0,pt POR,DM,23-326,73,1,0,0,2,0,0,0,1,0,0,0,0,6,1,0,100.0
8,Leander Dendoncker,32.0,be BEL,DM,25-293,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
9,Max Kilman,49.0,eng ENG,LB,23-255,90,1,0,0,0,0,0,0,3,2,0,0,0,3,2,1,66.7
10,Willy Boly,15.0,ci CIV,CB,29-365,90,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,100.0
11,Conor Coady,16.0,eng ENG,CB,27-343,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
12,Nélson Semedo,22.0,pt POR,RB,27-078,90,0,0,0,2,1,0,3,0,2,0,0,0,5,0,2,0.0
13,Rui Patrício,11.0,pt POR,GK,32-353,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
14,14 Players,,,,,990,3,0,0,11,7,1,27,6,7,1,0,0,35,11,12,47.8
