,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2015-08-08,15:00 ,Premier League,Matchweek 1,Sat,Away,L,2,4,Leicester City,56,"32,242",Costel Pantilimon,4-1-4-1,Lee Mason,https://fbref.com/en/matches/a6cda14d/Leicester-City-Sunderland-August-8-2015-Premier-League,
1,2015-08-15,15:00 ,Premier League,Matchweek 2,Sat,Home,L,1,3,Norwich City,44,"41,379",Lee Cattermole,4-4-2,Kevin Friend,https://fbref.com/en/matches/0a0fc05b/Sunderland-Norwich-City-August-15-2015-Premier-League,
2,2015-08-22,15:00 ,Premier League,Matchweek 3,Sat,Home,D,1,1,Swansea City,39,"39,198",John O'Shea,4-1-4-1,Niel Swarbrick,https://fbref.com/en/matches/f9d374f6/Sunderland-Swansea-City-August-22-2015-Premier-League,
4,2015-08-29,15:00 ,Premier League,Matchweek 4,Sat,Away,D,2,2,Aston Villa,38,"35,399",John O'Shea,4-3-3,Robert Madley,https://fbref.com/en/matches/a77bcd00/Aston-Villa-Sunderland-August-29-2015-Premier-League,
5,2015-09-13,13:30 ,Premier League,Matchweek 5,Sun,Home,L,0,1,Tottenham,44,"40,303",John O'Shea,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/3f119e2b/Sunderland-Tottenham-Hotspur-September-13-2015-Premier-League,
6,2015-09-19,15:00 ,Premier League,Matchweek 6,Sat,Away,L,0,2,Bournemouth,47,"11,271",Younès Kaboul,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/ca81e081/Bournemouth-Sunderland-September-19-2015-Premier-League,
8,2015-09-26,15:00 ,Premier League,Matchweek 7,Sat,Away,L,0,3,Manchester Utd,34,"75,328",John O'Shea,4-1-4-1,Mike Jones,https://fbref.com/en/matches/5f447012/Manchester-United-Sunderland-September-26-2015-Premier-League,
9,2015-10-03,15:00 ,Premier League,Matchweek 8,Sat,Home,D,2,2,West Ham,44,"42,932",John O'Shea,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/926361f7/Sunderland-West-Ham-United-October-3-2015-Premier-League,
10,2015-10-17,15:00 ,Premier League,Matchweek 9,Sat,Away,L,0,1,West Brom,44,"24,225",John O'Shea,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/066d2c92/West-Bromwich-Albion-Sunderland-October-17-2015-Premier-League,
11,2015-10-25,12:00 ,Premier League,Matchweek 10,Sun,Home,W,3,0,Newcastle Utd,40,"47,653",John O'Shea,4-2-3-1,Robert Madley,https://fbref.com/en/matches/aa251e80/Sunderland-Newcastle-United-October-25-2015-Premier-League,
12,2015-11-01,13:30 ,Premier League,Matchweek 11,Sun,Away,L,2,6,Everton,33,"36,617",Lee Cattermole,3-4-1-2,Andre Marriner,https://fbref.com/en/matches/5e72b782/Everton-Sunderland-November-1-2015-Premier-League,
13,2015-11-07,15:00 ,Premier League,Matchweek 12,Sat,Home,L,0,1,Southampton,36,"41,781",Younès Kaboul,4-1-4-1,Mike Jones,https://fbref.com/en/matches/285d483a/Sunderland-Southampton-November-7-2015-Premier-League,
14,2015-11-23,20:00 ,Premier League,Matchweek 13,Mon,Away,W,1,0,Crystal Palace,33,"24,361",John O'Shea,5-3-2,Martin Atkinson,https://fbref.com/en/matches/d2edefda/Crystal-Palace-Sunderland-November-23-2015-Premier-League,
