,num,joueur
0,,Ádám Bogdán
1,,Nigel Reo-Coker
2,,Ryo Miyaichi
3,,Grétar Steinsson
4,,Chris Eagles
5,,Sam Ricketts
6,,Mark Davies
7,,Kevin Davies
8,,David Wheater
9,,Tim Ream
10,,Martin Petrov
