,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Jordan Ayew,14.0,gh GHA,FW,27-020,81,16,22,72.7,196,37,11,12,91.7,4,5,80.0,0,1,0.0,0,0.1,0.1,1,1,1,0,2
1,Alexander Sørloth,9.0,no NOR,FW,22-300,9,2,3,66.7,30,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
2,Wilfried Zaha,11.0,ci CIV,"LW,LM,FW",25-325,90,29,35,82.9,425,102,17,18,94.4,12,14,85.7,0,1,0.0,1,0.1,0.1,2,1,2,0,3
3,Andros Townsend,10.0,eng ENG,"RW,RM",27-077,90,29,41,70.7,402,103,19,21,90.5,8,14,57.1,1,4,25.0,0,0.0,0.1,0,0,2,2,0
4,James McArthur,18.0,sct SCO,"LM,CM",30-359,76,33,42,78.6,549,133,16,20,80.0,12,15,80.0,4,5,80.0,0,0.0,0.0,1,3,0,0,7
5,Jeffrey Schlupp,15.0,gh GHA,LM,25-282,14,5,8,62.5,79,1,3,4,75.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0
6,Luka Milivojević,4.0,rs SRB,"CM,DM",27-177,90,59,70,84.3,1122,275,21,22,95.5,33,39,84.6,5,8,62.5,0,0.0,0.0,1,4,0,0,8
7,Max Meyer,7.0,de GER,"RM,CM",23-013,83,53,59,89.8,881,104,28,30,93.3,20,20,100.0,4,7,57.1,0,0.1,0.1,2,2,3,0,5
8,Cheikhou Kouyaté,8.0,sn SEN,CM,28-284,7,6,7,85.7,105,19,2,3,66.7,4,4,100.0,0,0,,0,0.0,0.2,0,0,0,0,1
9,Patrick van Aanholt,3.0,nl NED,LB,28-033,90,54,64,84.4,838,298,28,29,96.6,25,30,83.3,1,5,20.0,0,0.0,0.1,1,4,2,0,6
10,Mamadou Sakho,12.0,fr FRA,CB,28-230,90,64,75,85.3,1132,428,29,32,90.6,28,32,87.5,6,10,60.0,0,0.0,0.0,0,4,0,0,2
11,James Tomkins,5.0,eng ENG,CB,29-186,90,48,54,88.9,1240,318,11,11,100.0,20,21,95.2,17,22,77.3,0,0.0,0.0,0,3,0,0,4
12,Aaron Wan-Bissaka,29.0,eng ENG,RB,20-309,90,52,62,83.9,771,412,28,30,93.3,22,25,88.0,1,5,20.0,0,0.0,0.0,0,8,3,0,11
13,Wayne Hennessey,13.0,wls WAL,GK,31-250,90,17,27,63.0,607,499,0,0,,9,9,100.0,8,18,44.4,0,0.0,0.0,0,1,0,0,0
14,14 Players,,,,,990,467,569,82.1,8377,2729,214,234,91.5,200,232,86.2,47,87,54.0,1,0.3,0.8,8,31,13,2,49
