,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Neal Maupay,20.0,fr FRA,FW,26-244,73,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1,Ellis Simms,50.0,eng ENG,FW,22-100,17,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
2,Demarai Gray,11.0,jm JAM,FW,26-291,90,2,2,2,0,0,0,1,0.0,1,1,0,1,0,2,0,0
3,Dwight McNeil,7.0,eng ENG,LM,23-144,90,1,1,1,0,0,0,1,0.0,1,3,0,3,1,2,2,0
4,Idrissa Gana Gueye,27.0,sn SEN,CM,33-201,68,4,1,2,2,0,0,0,,0,1,1,0,0,4,3,0
5,Tom Davies,26.0,eng ENG,CM,24-289,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
6,James Garner,37.0,eng ENG,CM,22-033,90,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0
7,Alex Iwobi,17.0,ng NGA,RM,26-347,90,1,1,0,1,0,1,2,50.0,1,6,0,6,1,2,0,0
8,Vitaliy Mykolenko,19.0,ua UKR,LB,23-321,90,3,2,1,2,0,3,3,100.0,0,2,0,2,1,4,4,0
9,James Tarkowski,2.0,eng ENG,CB,30-147,90,1,1,1,0,0,0,0,,0,3,3,0,1,2,6,0
10,Michael Keane,5.0,eng ENG,CB,30-094,90,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
11,Ben Godfrey,22.0,eng ENG,RB,25-090,57,1,1,0,1,0,1,1,100.0,0,1,1,0,0,1,0,0
12,Nathan Patterson,3.0,sct SCO,RB,21-181,33,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0
13,Jordan Pickford,1.0,eng ENG,GK,29-039,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,14,10,7,7,0,6,12,50.0,6,18,5,13,7,21,15,0
