,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
6,2015-08-09,13:30 ,Premier League,Matchweek 1,Sun,Away,W,2,0,Arsenal,38,"59,996",Mark Noble,4-3-3,Martin Atkinson,https://fbref.com/en/matches/71fb3701/Arsenal-West-Ham-United-August-9-2015-Premier-League,
7,2015-08-15,15:00 ,Premier League,Matchweek 2,Sat,Home,L,1,2,Leicester City,70,"34,857",Mark Noble,4-3-3,Anthony Taylor,https://fbref.com/en/matches/724613dd/West-Ham-United-Leicester-City-August-15-2015-Premier-League,
8,2015-08-22,15:00 ,Premier League,Matchweek 3,Sat,Home,L,3,4,Bournemouth,46,"34,977",Mark Noble,4-3-3,Jonathan Moss,https://fbref.com/en/matches/c1e3afa1/West-Ham-United-Bournemouth-August-22-2015-Premier-League,
9,2015-08-29,15:00 ,Premier League,Matchweek 4,Sat,Away,W,3,0,Liverpool,37,"43,680",Mark Noble,4-3-3,Kevin Friend,https://fbref.com/en/matches/9bc88195/Liverpool-West-Ham-United-August-29-2015-Premier-League,
10,2015-09-14,20:00 ,Premier League,Matchweek 5,Mon,Home,W,2,0,Newcastle Utd,39,"34,907",Mark Noble,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/f660daba/West-Ham-United-Newcastle-United-September-14-2015-Premier-League,
11,2015-09-19,17:30 ,Premier League,Matchweek 6,Sat,Away,W,2,1,Manchester City,29,"53,545",Mark Noble,4-1-4-1,Robert Madley,https://fbref.com/en/matches/e575bfd2/Manchester-City-West-Ham-United-September-19-2015-Premier-League,
13,2015-09-26,15:00 ,Premier League,Matchweek 7,Sat,Home,D,2,2,Norwich City,43,"34,857",Mark Noble,4-2-3-1,Mike Dean,https://fbref.com/en/matches/c73b4faa/West-Ham-United-Norwich-City-September-26-2015-Premier-League,
14,2015-10-03,15:00 ,Premier League,Matchweek 8,Sat,Away,D,2,2,Sunderland,56,"42,932",Mark Noble,4-2-3-1,Niel Swarbrick,https://fbref.com/en/matches/926361f7/Sunderland-West-Ham-United-October-3-2015-Premier-League,
15,2015-10-17,15:00 ,Premier League,Matchweek 9,Sat,Away,W,3,1,Crystal Palace,62,"24,812",Mark Noble,4-1-4-1,Mark Clattenburg,https://fbref.com/en/matches/ceba57cb/Crystal-Palace-West-Ham-United-October-17-2015-Premier-League,
16,2015-10-24,15:00 ,Premier League,Matchweek 10,Sat,Home,W,2,1,Chelsea,46,"34,977",Mark Noble,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/91a8f78c/West-Ham-United-Chelsea-October-24-2015-Premier-League,
17,2015-10-31,15:00 ,Premier League,Matchweek 11,Sat,Away,L,0,2,Watford,49,"20,598",Mark Noble,4-1-4-1,Keith Stroud,https://fbref.com/en/matches/f78f2639/Watford-West-Ham-United-October-31-2015-Premier-League,
18,2015-11-07,15:00 ,Premier League,Matchweek 12,Sat,Home,D,1,1,Everton,51,"34,977",Mark Noble,4-1-4-1,Paul Tierney,https://fbref.com/en/matches/178e3379/West-Ham-United-Everton-November-7-2015-Premier-League,
19,2015-11-22,16:00 ,Premier League,Matchweek 13,Sun,Away,L,1,4,Tottenham,44,"35,968",Mark Noble,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/598f83ac/Tottenham-Hotspur-West-Ham-United-November-22-2015-Premier-League,
20,2015-11-29,14:05 ,Premier League,Matchweek 14,Sun,Home,D,1,1,West Brom,61,"34,914",Winston Reid,4-1-4-1,Martin Atkinson,https://fbref.com/en/matches/1d62ede3/West-Ham-United-West-Bromwich-Albion-November-29-2015-Premier-League,
