,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Harry Kane,10.0,eng ENG,FW,28-288,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
1,Son Heung-min,7.0,kr KOR,AM,29-308,71,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
2,Steven Bergwijn,23.0,nl NED,AM,24-216,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
3,Dejan Kulusevski,21.0,se SWE,AM,22-017,71,1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,0,0
4,Lucas Moura,27.0,br BRA,AM,29-272,19,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
5,Pierre Højbjerg,5.0,dk DEN,CM,26-280,90,3,0,1,2,0,2,2,100.0,0,0,0,0,1,4,3,0
6,Rodrigo Bentancur,30.0,uy URU,CM,24-321,90,2,1,0,0,2,1,3,33.3,2,1,0,1,3,5,0,0
7,Ryan Sessegnon,19.0,eng ENG,WB,21-359,90,2,0,1,1,0,2,3,66.7,1,1,0,1,0,2,1,0
8,Emerson,12.0,br BRA,WB,23-118,90,5,3,4,1,0,4,7,57.1,3,0,0,0,1,6,1,0
9,Ben Davies,33.0,wls WAL,CB,29-018,81,1,0,0,0,1,1,1,100.0,0,1,1,0,2,3,2,0
10,Joe Rodon,14.0,wls WAL,CB,24-202,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
11,Eric Dier,15.0,eng ENG,CB,28-117,90,1,1,1,0,0,1,1,100.0,0,1,1,0,2,3,4,0
12,Davinson Sánchez,6.0,co COL,CB,25-334,90,1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,1,0
13,Hugo Lloris,1.0,fr FRA,GK,35-137,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14,14 Players,,,,,990,16,6,7,6,3,12,20,60.0,8,6,2,4,13,29,12,0
