,num,joueur
0,1,Asmir Begović
1,2,Phil Bardsley
2,5,Marc Muniesa
3,6,Glenn Whelan
4,10,Marko Arnautović
5,13,Victor Moses
6,15,Steven Nzonzi
7,18,Mame Biram Diouf
8,20,Geoff Cameron
9,25,Peter Crouch
10,26,Philipp Wollscheid
