,team,matchweek,Match Report
0,Aston-Villa-Stats,Matchweek 21,https://fbref.com/en/matches/91d49468/Southampton-Aston-Villa-January-21-2023-Premier-League
1,Aston-Villa-Stats,Matchweek 27,https://fbref.com/en/matches/df6f054e/West-Ham-United-Aston-Villa-March-12-2023-Premier-League
2,Aston-Villa-Stats,Matchweek 37,https://fbref.com/en/matches/72646bde/Liverpool-Aston-Villa-May-20-2023-Premier-League
3,Brighton-and-Hove-Albion-Stats,Matchweek 26,https://fbref.com/en/matches/bee059c4/Brighton-and-Hove-Albion-West-Ham-United-March-4-2023-Premier-League
4,Chelsea-Stats,Matchweek 6,https://fbref.com/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League
5,Chelsea-Stats,Matchweek 10,https://fbref.com/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League
6,Fulham-Stats,Matchweek 16,https://fbref.com/en/matches/af75b6b0/Fulham-Manchester-United-November-13-2022-Premier-League
7,Liverpool-Stats,Matchweek 37,https://fbref.com/en/matches/72646bde/Liverpool-Aston-Villa-May-20-2023-Premier-League
8,Manchester-City-Stats,Matchweek 28,https://fbref.com/en/matches/fccab6ff/Manchester-City-West-Ham-United-May-3-2023-Premier-League
9,Manchester-United-Stats,Matchweek 16,https://fbref.com/en/matches/af75b6b0/Fulham-Manchester-United-November-13-2022-Premier-League
10,Nottingham-Forest-Stats,Matchweek 2,https://fbref.com/en/matches/b1ebeda5/Nottingham-Forest-West-Ham-United-August-14-2022-Premier-League
11,Nottingham-Forest-Stats,Matchweek 11,https://fbref.com/en/matches/c9f8e7e9/Wolverhampton-Wanderers-Nottingham-Forest-October-15-2022-Premier-League
12,Southampton-Stats,Matchweek 21,https://fbref.com/en/matches/91d49468/Southampton-Aston-Villa-January-21-2023-Premier-League
13,West-Ham-United-Stats,Matchweek 2,https://fbref.com/en/matches/b1ebeda5/Nottingham-Forest-West-Ham-United-August-14-2022-Premier-League
14,West-Ham-United-Stats,Matchweek 6,https://fbref.com/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League
15,West-Ham-United-Stats,Matchweek 26,https://fbref.com/en/matches/bee059c4/Brighton-and-Hove-Albion-West-Ham-United-March-4-2023-Premier-League
16,West-Ham-United-Stats,Matchweek 27,https://fbref.com/en/matches/df6f054e/West-Ham-United-Aston-Villa-March-12-2023-Premier-League
17,West-Ham-United-Stats,Matchweek 28,https://fbref.com/en/matches/fccab6ff/Manchester-City-West-Ham-United-May-3-2023-Premier-League
18,Wolverhampton-Wanderers-Stats,Matchweek 10,https://fbref.com/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League
