,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2012-08-18,,Premier League,Matchweek 1,Sat,Home,L,0,5,Swansea City,,"18,072",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/73fa966e/Queens-Park-Rangers-Swansea-City-August-18-2012-Premier-League,
1,2012-08-25,,Premier League,Matchweek 2,Sat,Away,D,1,1,Norwich City,,"26,317",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/6e2ac192/Norwich-City-Queens-Park-Rangers-August-25-2012-Premier-League,
2,2012-09-01,,Premier League,Matchweek 3,Sat,Away,L,1,3,Manchester City,,"45,579",,4-4-2,Chris Foy,https://fbref.com/en/matches/69ec8c1b/Manchester-City-Queens-Park-Rangers-September-1-2012-Premier-League,
3,2012-09-15,,Premier League,Matchweek 4,Sat,Home,D,0,0,Chelsea,,"18,271",,4-4-2,Andre Marriner,https://fbref.com/en/matches/2000534c/Queens-Park-Rangers-Chelsea-September-15-2012-Premier-League,
4,2012-09-23,,Premier League,Matchweek 5,Sun,Away,L,1,2,Tottenham,,"36,052",,4-4-1-1,Phil Dowd,https://fbref.com/en/matches/f49ce73b/Tottenham-Hotspur-Queens-Park-Rangers-September-23-2012-Premier-League,
5,2012-10-01,,Premier League,Matchweek 6,Mon,Home,L,1,2,West Ham,,"17,363",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/5745585c/Queens-Park-Rangers-West-Ham-United-October-1-2012-Premier-League,
6,2012-10-06,,Premier League,Matchweek 7,Sat,Away,L,2,3,West Brom,,"23,987",,4-2-3-1,Mike Jones,https://fbref.com/en/matches/4b3777c0/West-Bromwich-Albion-Queens-Park-Rangers-October-6-2012-Premier-League,
7,2012-10-21,,Premier League,Matchweek 8,Sun,Home,D,1,1,Everton,,"17,959",,4-4-1-1,Jon Moss,https://fbref.com/en/matches/8c19f2c2/Queens-Park-Rangers-Everton-October-21-2012-Premier-League,
8,2012-10-27,,Premier League,Matchweek 9,Sat,Away,L,0,1,Arsenal,,"60,103",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/8301c0ad/Arsenal-Queens-Park-Rangers-October-27-2012-Premier-League,
9,2012-11-04,,Premier League,Matchweek 10,Sun,Home,D,1,1,Reading,,"16,797",,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/d01c0b25/Queens-Park-Rangers-Reading-November-4-2012-Premier-League,
10,2012-11-10,,Premier League,Matchweek 11,Sat,Away,L,0,1,Stoke City,,"27,529",,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/8464d6db/Stoke-City-Queens-Park-Rangers-November-10-2012-Premier-League,
11,2012-11-17,,Premier League,Matchweek 12,Sat,Home,L,1,3,Southampton,,"18,174",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/df7f93cb/Queens-Park-Rangers-Southampton-November-17-2012-Premier-League,
12,2012-11-24,,Premier League,Matchweek 13,Sat,Away,L,1,3,Manchester Utd,,"75,603",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/e12d9a2c/Manchester-United-Queens-Park-Rangers-November-24-2012-Premier-League,
13,2012-11-27,,Premier League,Matchweek 14,Tue,Away,D,0,0,Sunderland,,"36,513",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/c623b92d/Sunderland-Queens-Park-Rangers-November-27-2012-Premier-League,
14,2012-12-01,,Premier League,Matchweek 15,Sat,Home,D,1,1,Aston Villa,,"17,387",,4-1-4-1,Howard Webb,https://fbref.com/en/matches/8760ee94/Queens-Park-Rangers-Aston-Villa-December-1-2012-Premier-League,
15,2012-12-08,,Premier League,Matchweek 16,Sat,Away,D,2,2,Wigan Athletic,,"17,163",,4-1-4-1,Phil Dowd,https://fbref.com/en/matches/e6cef577/Wigan-Athletic-Queens-Park-Rangers-December-8-2012-Premier-League,
