,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Mbaye Diagne,17.0,sn SEN,FW,29-193,55,0,0,0,2,1,0,0,0,0,0,0,0,1,2,2,50.0
1,Hal Robson-Kanu,4.0,wls WAL,FW,31-353,35,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,100.0
2,Conor Gallagher,18.0,eng ENG,FW,21-092,90,1,0,0,1,3,0,3,0,3,0,0,0,4,0,2,0.0
3,Matheus Pereira,12.0,pt POR,LM,25-004,90,0,0,0,0,0,0,5,1,1,0,0,0,4,0,0,
4,Matt Phillips,10.0,sct SCO,CM,30-057,90,0,0,0,1,0,0,5,1,0,0,0,0,4,0,0,
5,Okay Yokuşlu,35.0,tr TUR,CM,27-061,90,0,0,0,1,2,0,0,2,3,0,0,0,7,2,1,66.7
6,Callum Robinson,7.0,ie IRL,RM,26-096,67,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,
7,Grady Diangana,11.0,cd COD,RM,23-020,23,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0.0
8,Conor Townsend,14.0,eng ENG,LB,28-066,90,0,0,0,0,1,0,5,3,2,0,0,0,9,0,1,0.0
9,Kyle Bartley,5.0,eng ENG,CB,29-352,90,0,0,0,1,0,0,0,2,1,0,0,0,2,1,2,33.3
10,Semi Ajayi,6.0,ng NGA,CB,27-181,90,0,0,0,1,0,1,0,0,0,0,0,0,5,3,1,75.0
11,Darnell Furlong,2.0,eng ENG,RB,25-190,90,0,0,0,1,0,0,3,3,0,0,0,0,4,3,1,75.0
12,Sam Johnstone,1.0,eng ENG,GK,28-045,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
13,13 Players,,,,,990,2,0,0,9,7,2,23,13,11,0,0,0,48,12,11,52.2
