,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Dominic Calvert-Lewin,9.0,eng ENG,FW,23-324,90,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,3,0
1,Richarlison,7.0,br BRA,LW,23-269,79,0,0,0,0,0,0,3,0.0,3,3,0,3,2,2,3,0
2,Michael Keane,5.0,eng ENG,CB,28-023,11,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
3,Alex Iwobi,17.0,ng NGA,RW,24-276,86,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
4,Joshua King,11.0,no NOR,RW,29-019,4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
5,Gylfi Sigurðsson,10.0,is ISL,AM,31-148,88,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
6,Tom Davies,26.0,eng ENG,DM,22-218,2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
7,André Gomes,21.0,pt POR,"DM,AM",27-188,90,0,0,0,0,0,0,1,0.0,1,3,1,2,1,1,1,0
8,Abdoulaye Doucouré,16.0,ml MLI,DM,28-033,90,1,1,0,1,0,1,1,100.0,0,2,0,2,2,3,2,0
9,Lucas Digne,12.0,fr FRA,"LB,LW",27-198,90,4,1,2,2,0,2,3,66.7,1,3,0,3,0,4,5,0
10,Ben Godfrey,22.0,eng ENG,"CB,LB",23-019,90,1,1,0,0,1,1,1,100.0,0,3,1,2,2,3,7,0
11,Yerry Mina,13.0,co COL,CB,26-133,90,1,1,1,0,0,0,0,,0,0,0,0,0,1,11,0
12,Mason Holgate,4.0,eng ENG,RB,24-104,90,5,3,2,1,2,2,4,50.0,2,2,0,2,1,6,1,1
13,Robin Olsen,33.0,se SWE,GK,31-026,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
14,14 Players,,,,,990,13,7,5,4,4,6,15,40.0,9,20,3,17,10,23,34,1
